base_name_en,rank,condition_en,item_en,stack,percentage
Odogaron,LR,Tail Carve,Odogaron Tail,1,70
Odogaron,LR,Tail Carve,Odogaron Scale,1,25
Odogaron,LR,Tail Carve,Odogaron Plate,1,5
Odogaron,LR,Palico Bonus,Odogaron Scale,1,50
Odogaron,LR,Palico Bonus,Odogaron Fang,1,28
Odogaron,LR,Palico Bonus,Wyvern Tear,1,22
Odogaron,LR,Plunderblade,Odogaron Scale,1,42
Odogaron,LR,Plunderblade,Odogaron Sinew,1,31
Odogaron,LR,Plunderblade,Odogaron Claw,1,25
Odogaron,LR,Plunderblade,Odogaron Plate,1,2
Odogaron,LR,Bandit Mantle,Large Scale,1,70
Odogaron,LR,Bandit Mantle,Beautiful Scale,1,30
Odogaron,LR,Hunt (Bronze),Odogaron Sinew,1,27
Odogaron,LR,Hunt (Bronze),Odogaron Scale,1,20
Odogaron,LR,Hunt (Bronze),Nourishing Extract,1,16
Odogaron,LR,Hunt (Bronze),Monster Bone+,1,13
Odogaron,LR,Hunt (Bronze),Odogaron Claw,1,12
Odogaron,LR,Hunt (Bronze),Odogaron Tail,1,9
Odogaron,LR,Hunt (Bronze),Odogaron Plate,1,3
Odogaron,LR,Investigation (Silver),Odogaron Tail,1,21
Odogaron,LR,Investigation (Silver),Odogaron Claw,1,18
Odogaron,LR,Investigation (Silver),Odogaron Fang,1,17
Odogaron,LR,Investigation (Silver),Nourishing Extract,2,14
Odogaron,LR,Investigation (Silver),Odogaron Sinew,2,12
Odogaron,LR,Investigation (Silver),Odogaron Scale,2,10
Odogaron,LR,Investigation (Silver),Odogaron Plate,1,8
Odogaron,LR,Investigation (Gold),Odogaron Tail,1,21
Odogaron,LR,Investigation (Gold),Odogaron Claw,1,18
Odogaron,LR,Investigation (Gold),Odogaron Plate,1,16
Odogaron,LR,Investigation (Gold),Odogaron Fang,1,15
Odogaron,LR,Investigation (Gold),Nourishing Extract,3,12
Odogaron,LR,Investigation (Gold),Odogaron Sinew,3,10
Odogaron,LR,Investigation (Gold),Odogaron Scale,3,8
Odogaron,HR,Track,Odogaron Scale+,1,100
Odogaron,HR,Carve / Capture,Odogaron Scale+,1,34
Odogaron,HR,Carve / Capture,Odogaron Sinew+,1,24
Odogaron,HR,Carve / Capture,Odogaron Claw+,1,20
Odogaron,HR,Carve / Capture,Odogaron Fang+,1,15
Odogaron,HR,Carve / Capture,Odogaron Plate,1,5
Odogaron,HR,Carve / Capture,Odogaron Gem,1,2
Odogaron,HR,Wound Head,Odogaron Fang+,1,62
Odogaron,HR,Wound Head,Odogaron Scale+,1,34
Odogaron,HR,Wound Head,Odogaron Plate,1,3
Odogaron,HR,Wound Head,Odogaron Gem,1,1
Odogaron,HR,Wound Forelegs,Odogaron Claw+,1,75
Odogaron,HR,Wound Forelegs,Odogaron Scale+,2,25
Odogaron,HR,Wound Hindlegs,Odogaron Sinew+,1,75
Odogaron,HR,Wound Hindlegs,Odogaron Scale+,2,25
Odogaron,HR,Shiny Drop,Odogaron Scale+,1,50
Odogaron,HR,Shiny Drop,Odogaron Fang+,1,28
Odogaron,HR,Shiny Drop,Wyvern Tear,1,22
Odogaron,HR,Tail Carve,Odogaron Tail,1,70
Odogaron,HR,Tail Carve,Odogaron Scale+,1,20
Odogaron,HR,Tail Carve,Odogaron Plate,1,7
Odogaron,HR,Tail Carve,Odogaron Gem,1,3
Odogaron,HR,Palico Bonus,Odogaron Scale+,1,50
Odogaron,HR,Palico Bonus,Odogaron Fang+,1,28
Odogaron,HR,Palico Bonus,Wyvern Tear,1,22
Odogaron,HR,Plunderblade,Odogaron Scale+,1,42
Odogaron,HR,Plunderblade,Odogaron Sinew+,1,31
Odogaron,HR,Plunderblade,Odogaron Claw+,1,26
Odogaron,HR,Plunderblade,Odogaron Gem,1,1
Odogaron,HR,Bandit Mantle,Beautiful Scale,1,70
Odogaron,HR,Bandit Mantle,Lustrous Scale,1,30
Odogaron,HR,Hunt (Bronze),Odogaron Sinew+,1,26
Odogaron,HR,Hunt (Bronze),Odogaron Scale+,1,21
Odogaron,HR,Hunt (Bronze),Nourishing Extract,2,16
Odogaron,HR,Hunt (Bronze),Monster Hardbone,1,13
Odogaron,HR,Hunt (Bronze),Odogaron Claw+,1,12
Odogaron,HR,Hunt (Bronze),Odogaron Tail,1,9
Odogaron,HR,Hunt (Bronze),Odogaron Plate,1,3
Odogaron,HR,Investigation (Silver),Odogaron Claw+,1,24
Odogaron,HR,Investigation (Silver),Odogaron Fang+,1,20
Odogaron,HR,Investigation (Silver),Odogaron Sinew+,2,14
Odogaron,HR,Investigation (Silver),Nourishing Extract,2,14
Odogaron,HR,Investigation (Silver),Odogaron Scale+,2,12
Odogaron,HR,Investigation (Silver),Odogaron Plate,1,10
Odogaron,HR,Investigation (Silver),Odogaron Gem,1,6
Odogaron,HR,Investigation (Gold),Odogaron Claw+,1,22
Odogaron,HR,Investigation (Gold),Odogaron Fang+,1,20
Odogaron,HR,Investigation (Gold),Odogaron Gem,1,13
Odogaron,HR,Investigation (Gold),Odogaron Sinew+,3,12
Odogaron,HR,Investigation (Gold),Nourishing Extract,3,12
Odogaron,HR,Investigation (Gold),Odogaron Scale+,3,11
Odogaron,HR,Investigation (Gold),Odogaron Plate,1,10
Odogaron,HR,Investigation (Purple),Worn Feystone,1,35
Odogaron,HR,Investigation (Purple),Glowing Feystone,1,34
Odogaron,HR,Investigation (Purple),Warped Feystone,1,26
Odogaron,HR,Investigation (Purple),Sullied Streamstone,1,3
Odogaron,HR,Investigation (Purple),Shining Streamstone,1,2
Odogaron,MR,Track,Odogaron Shard,1,100
Odogaron,MR,Carve / Capture,Odogaron Shard,1,34
Odogaron,MR,Carve / Capture,Hard Odogaron Sinew,1,24
Odogaron,MR,Carve / Capture,Odogaron Hardclaw,1,20
Odogaron,MR,Carve / Capture,Odogaron Hardfang,1,15
Odogaron,MR,Carve / Capture,Odogaron Gem,1,5
Odogaron,MR,Carve / Capture,Odogaron Mantle,1,2
Odogaron,MR,Wound Head,Odogaron Hardfang,1,62
Odogaron,MR,Wound Head,Odogaron Shard,1,34
Odogaron,MR,Wound Head,Odogaron Gem,1,3
Odogaron,MR,Wound Head,Odogaron Mantle,1,1
Odogaron,MR,Wound Forelegs,Odogaron Hardclaw,1,75
Odogaron,MR,Wound Forelegs,Odogaron Shard,2,25
Odogaron,MR,Wound Hindlegs,Hard Odogaron Sinew,1,75
Odogaron,MR,Wound Hindlegs,Odogaron Shard,2,25
Odogaron,MR,Shiny Drop,Odogaron Shard,1,50
Odogaron,MR,Shiny Drop,Odogaron Hardfang,1,28
Odogaron,MR,Shiny Drop,Large Wyvern Tear,1,22
Odogaron,MR,Tail Carve,Odogaron Lash,1,70
Odogaron,MR,Tail Carve,Odogaron Shard,1,20
Odogaron,MR,Tail Carve,Odogaron Gem,1,7
Odogaron,MR,Tail Carve,Odogaron Mantle,1,3
Odogaron,MR,Palico Bonus,Odogaron Shard,1,50
Odogaron,MR,Palico Bonus,Odogaron Hardfang,1,28
Odogaron,MR,Palico Bonus,Large Wyvern Tear,1,22
Odogaron,MR,Plunderblade,Odogaron Shard,1,42
Odogaron,MR,Plunderblade,Hard Odogaron Sinew,1,31
Odogaron,MR,Plunderblade,Odogaron Hardclaw,1,26
Odogaron,MR,Plunderblade,Odogaron Mantle,1,1
Odogaron,MR,Bandit Mantle,Lustrous Scale,1,70
Odogaron,MR,Bandit Mantle,Glimmering Scale,1,30
Odogaron,MR,Hunt (Bronze),Hard Odogaron Sinew,1,30
Odogaron,MR,Hunt (Bronze),Odogaron Shard,1,23
Odogaron,MR,Hunt (Bronze),Nourishing Extract,2,18
Odogaron,MR,Hunt (Bronze),Odogaron Hardclaw,1,15
Odogaron,MR,Hunt (Bronze),Odogaron Lash,1,11
Odogaron,MR,Hunt (Bronze),Odogaron Gem,1,3
Odogaron,MR,Investigation (Silver),Odogaron Lash,1,20
Odogaron,MR,Investigation (Silver),Odogaron Hardclaw,1,17
Odogaron,MR,Investigation (Silver),Odogaron Hardfang,1,17
Odogaron,MR,Investigation (Silver),Hard Odogaron Sinew,2,14
Odogaron,MR,Investigation (Silver),Odogaron Shard,2,12
Odogaron,MR,Investigation (Silver),Odogaron Gem,1,10
Odogaron,MR,Investigation (Silver),Odogaron Mantle,1,10
Odogaron,MR,Investigation (Gold),Odogaron Hardclaw,1,18
Odogaron,MR,Investigation (Gold),Odogaron Hardfang,1,18
Odogaron,MR,Investigation (Gold),Odogaron Mantle,1,18
Odogaron,MR,Investigation (Gold),Odogaron Lash,1,13
Odogaron,MR,Investigation (Gold),Hard Odogaron Sinew,3,12
Odogaron,MR,Investigation (Gold),Odogaron Shard,3,11
Odogaron,MR,Investigation (Gold),Odogaron Gem,1,10
Odogaron,MR,Investigation (Purple),Carved Feystone,1,60
Odogaron,MR,Investigation (Purple),Ancient Feystone,1,30
Odogaron,MR,Investigation (Purple),Sealed Feystone,1,10
Odogaron,MR,Guiding Lands (Low),Heavy Dragonvein Bone,1,63
Odogaron,MR,Guiding Lands (Low),Fatal Rendclaw,1,37
Odogaron,MR,Guiding Lands (Mid),Fatal Rendclaw,1,63
Odogaron,MR,Guiding Lands (Mid),Heavy Dragonvein Bone,1,37
Odogaron,MR,Guiding Lands (High),Fatal Rendclaw,1,100
Odogaron,MR,Guiding Lands (Tempered),Tempered Rendclaw,1,61
Odogaron,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,30
Odogaron,MR,Guiding Lands (Tempered),Spiritvein Gem,1,9
Rathalos,LR,Track,Rathalos Scale,1,100
Rathalos,LR,Carve / Capture,Rathalos Scale,1,35
Rathalos,LR,Carve / Capture,Rathalos Shell,1,26
Rathalos,LR,Carve / Capture,Rathalos Webbing,1,20
Rathalos,LR,Carve / Capture,Rathalos Marrow,1,14
Rathalos,LR,Carve / Capture,Rathalos Plate,1,5
Rathalos,LR,Wound Head,Rathalos Scale,1,66
Rathalos,LR,Wound Head,Rathalos Shell,1,30
Rathalos,LR,Wound Head,Rathalos Plate,1,4
Rathalos,LR,Wound Wings,Rathalos Webbing,1,65
Rathalos,LR,Wound Wings,Rath Wingtalon,1,35
Rathalos,LR,Wound Back,Rathalos Shell,1,69
Rathalos,LR,Wound Back,Rathalos Marrow,1,30
Rathalos,LR,Wound Back,Rathalos Plate,1,1
Rathalos,LR,Shiny Drop,Rathalos Scale,1,50
Rathalos,LR,Shiny Drop,Rathalos Shell,1,28
Rathalos,LR,Shiny Drop,Wyvern Tear,1,22
Rathalos,LR,Tail Carve,Rathalos Tail,1,70
Rathalos,LR,Tail Carve,Rathalos Scale,1,20
Rathalos,LR,Tail Carve,Rathalos Marrow,1,7
Rathalos,LR,Tail Carve,Rathalos Plate,1,3
Rathalos,LR,Palico Bonus,Rathalos Scale,1,50
Rathalos,LR,Palico Bonus,Rathalos Shell,1,28
Rathalos,LR,Palico Bonus,Wyvern Tear,1,22
Rathalos,LR,Plunderblade,Rathalos Scale,1,42
Rathalos,LR,Plunderblade,Rathalos Shell,1,31
Rathalos,LR,Plunderblade,Rathalos Webbing,1,25
Rathalos,LR,Plunderblade,Rathalos Plate,1,2
Rathalos,LR,Bandit Mantle,Large Scale,1,70
Rathalos,LR,Bandit Mantle,Beautiful Scale,1,30
Rathalos,LR,Hunt (Bronze),Rathalos Shell,1,24
Rathalos,LR,Hunt (Bronze),Rathalos Scale,1,19
Rathalos,LR,Hunt (Bronze),Flame Sac,1,17
Rathalos,LR,Hunt (Bronze),Rath Wingtalon,2,10
Rathalos,LR,Hunt (Bronze),Monster Bone+,2,10
Rathalos,LR,Hunt (Bronze),Rathalos Webbing,1,9
Rathalos,LR,Hunt (Bronze),Rathalos Tail,1,8
Rathalos,LR,Hunt (Bronze),Rathalos Plate,1,3
Rathalos,LR,Investigation (Silver),Rathalos Webbing,1,16
Rathalos,LR,Investigation (Silver),Rathalos Tail,1,16
Rathalos,LR,Investigation (Silver),Rath Wingtalon,2,15
Rathalos,LR,Investigation (Silver),Rathalos Marrow,1,13
Rathalos,LR,Investigation (Silver),Rathalos Shell,2,12
Rathalos,LR,Investigation (Silver),Rathalos Scale,2,10
Rathalos,LR,Investigation (Silver),Flame Sac,2,10
Rathalos,LR,Investigation (Silver),Rathalos Plate,1,8
Rathalos,LR,Investigation (Gold),Rathalos Webbing,1,16
Rathalos,LR,Investigation (Gold),Rathalos Tail,1,16
Rathalos,LR,Investigation (Gold),Rathalos Plate,1,16
Rathalos,LR,Investigation (Gold),Rath Wingtalon,2,13
Rathalos,LR,Investigation (Gold),Rathalos Marrow,1,13
Rathalos,LR,Investigation (Gold),Rathalos Shell,3,10
Rathalos,LR,Investigation (Gold),Rathalos Scale,3,8
Rathalos,LR,Investigation (Gold),Flame Sac,3,8
Rathalos,HR,Track,Rathalos Scale+,1,100
Rathalos,HR,Carve / Capture,Rathalos Scale+,1,34
Rathalos,HR,Carve / Capture,Rathalos Carapace,1,24
Rathalos,HR,Carve / Capture,Rathalos Wing,1,20
Rathalos,HR,Carve / Capture,Rathalos Medulla,1,14
Rathalos,HR,Carve / Capture,Rathalos Plate,1,7
Rathalos,HR,Carve / Capture,Rathalos Ruby,1,1
Rathalos,HR,Wound Head,Rathalos Scale+,1,65
Rathalos,HR,Wound Head,Rathalos Carapace,1,30
Rathalos,HR,Wound Head,Rathalos Plate,1,4
Rathalos,HR,Wound Head,Rathalos Ruby,1,1
Rathalos,HR,Wound Wings,Rathalos Wing,1,65
Rathalos,HR,Wound Wings,Rath Wingtalon,2,35
Rathalos,HR,Wound Back,Rathalos Carapace,1,69
Rathalos,HR,Wound Back,Rathalos Medulla,1,30
Rathalos,HR,Wound Back,Rathalos Ruby,1,1
Rathalos,HR,Shiny Drop,Rathalos Scale+,1,50
Rathalos,HR,Shiny Drop,Rathalos Carapace,1,28
Rathalos,HR,Shiny Drop,Wyvern Tear,1,22
Rathalos,HR,Tail Carve,Rathalos Tail,1,66
Rathalos,HR,Tail Carve,Rathalos Scale+,1,20
Rathalos,HR,Tail Carve,Rathalos Medulla,1,7
Rathalos,HR,Tail Carve,Rathalos Plate,1,5
Rathalos,HR,Tail Carve,Rathalos Ruby,1,2
Rathalos,HR,Palico Bonus,Rathalos Scale+,1,50
Rathalos,HR,Palico Bonus,Rathalos Carapace,1,28
Rathalos,HR,Palico Bonus,Wyvern Tear,1,22
Rathalos,HR,Plunderblade,Rathalos Carapace,1,42
Rathalos,HR,Plunderblade,Rathalos Scale+,1,31
Rathalos,HR,Plunderblade,Rathalos Wing,1,26
Rathalos,HR,Plunderblade,Rathalos Ruby,1,1
Rathalos,HR,Bandit Mantle,Beautiful Scale,1,70
Rathalos,HR,Bandit Mantle,Lustrous Scale,1,30
Rathalos,HR,Hunt (Bronze),Rathalos Carapace,1,27
Rathalos,HR,Hunt (Bronze),Rathalos Scale+,1,21
Rathalos,HR,Hunt (Bronze),Inferno Sac,1,18
Rathalos,HR,Hunt (Bronze),Rathalos Wing,1,12
Rathalos,HR,Hunt (Bronze),Monster Hardbone,2,10
Rathalos,HR,Hunt (Bronze),Rathalos Tail,1,9
Rathalos,HR,Hunt (Bronze),Rathalos Plate,1,3
Rathalos,HR,Investigation (Silver),Rathalos Wing,1,24
Rathalos,HR,Investigation (Silver),Rathalos Medulla,1,20
Rathalos,HR,Investigation (Silver),Rathalos Carapace,2,14
Rathalos,HR,Investigation (Silver),Inferno Sac,2,14
Rathalos,HR,Investigation (Silver),Rathalos Scale+,2,12
Rathalos,HR,Investigation (Silver),Rathalos Plate,1,10
Rathalos,HR,Investigation (Silver),Rathalos Ruby,1,6
Rathalos,HR,Investigation (Gold),Rathalos Wing,1,23
Rathalos,HR,Investigation (Gold),Rathalos Medulla,1,20
Rathalos,HR,Investigation (Gold),Rathalos Ruby,1,13
Rathalos,HR,Investigation (Gold),Rathalos Carapace,3,12
Rathalos,HR,Investigation (Gold),Inferno Sac,3,12
Rathalos,HR,Investigation (Gold),Rathalos Scale+,3,10
Rathalos,HR,Investigation (Gold),Rathalos Plate,1,10
Rathalos,HR,Investigation (Purple),Worn Feystone,1,35
Rathalos,HR,Investigation (Purple),Glowing Feystone,1,34
Rathalos,HR,Investigation (Purple),Warped Feystone,1,26
Rathalos,HR,Investigation (Purple),Sullied Streamstone,1,3
Rathalos,HR,Investigation (Purple),Shining Streamstone,1,2
Rathalos,MR,Track,Rathalos Shard,1,100
Rathalos,MR,Carve / Capture,Rathalos Shard,1,34
Rathalos,MR,Carve / Capture,Rathalos Cortex,1,24
Rathalos,MR,Carve / Capture,Rathalos Fellwing,1,20
Rathalos,MR,Carve / Capture,Rathalos Medulla,1,14
Rathalos,MR,Carve / Capture,Rathalos Ruby,1,7
Rathalos,MR,Carve / Capture,Rathalos Mantle,1,1
Rathalos,MR,Wound Head,Rathalos Cortex,1,67
Rathalos,MR,Wound Head,Rathalos Shard,1,27
Rathalos,MR,Wound Head,Rathalos Ruby,1,5
Rathalos,MR,Wound Head,Rathalos Mantle,1,1
Rathalos,MR,Wound Wings,Rathalos Fellwing,1,65
Rathalos,MR,Wound Wings,Rath Wingtalon+,1,35
Rathalos,MR,Wound Back,Rathalos Cortex,1,69
Rathalos,MR,Wound Back,Rathalos Medulla,2,30
Rathalos,MR,Wound Back,Rathalos Mantle,1,1
Rathalos,MR,Shiny Drop,Rathalos Shard,1,50
Rathalos,MR,Shiny Drop,Rathalos Cortex,1,28
Rathalos,MR,Shiny Drop,Large Wyvern Tear,1,22
Rathalos,MR,Tail Carve,Rathalos Lash,1,66
Rathalos,MR,Tail Carve,Rathalos Shard,1,20
Rathalos,MR,Tail Carve,Rathalos Medulla,1,7
Rathalos,MR,Tail Carve,Rathalos Ruby,1,5
Rathalos,MR,Tail Carve,Rathalos Mantle,1,2
Rathalos,MR,Palico Bonus,Rathalos Shard,1,50
Rathalos,MR,Palico Bonus,Rathalos Cortex,1,28
Rathalos,MR,Palico Bonus,Large Wyvern Tear,1,22
Rathalos,MR,Plunderblade,Rathalos Cortex,1,42
Rathalos,MR,Plunderblade,Rathalos Shard,1,31
Rathalos,MR,Plunderblade,Rathalos Fellwing,1,26
Rathalos,MR,Plunderblade,Rathalos Mantle,1,1
Rathalos,MR,Bandit Mantle,Lustrous Scale,1,70
Rathalos,MR,Bandit Mantle,Glimmering Scale,1,30
Rathalos,MR,Hunt (Bronze),Rathalos Cortex,1,27
Rathalos,MR,Hunt (Bronze),Rathalos Shard,1,21
Rathalos,MR,Hunt (Bronze),Conflagrant Sac,1,18
Rathalos,MR,Hunt (Bronze),Rathalos Fellwing,1,12
Rathalos,MR,Hunt (Bronze),Rath Wingtalon+,2,10
Rathalos,MR,Hunt (Bronze),Rathalos Lash,1,9
Rathalos,MR,Hunt (Bronze),Rathalos Ruby,1,3
Rathalos,MR,Investigation (Silver),Rathalos Cortex,2,17
Rathalos,MR,Investigation (Silver),Rathalos Shard,2,15
Rathalos,MR,Investigation (Silver),Rathalos Fellwing,1,15
Rathalos,MR,Investigation (Silver),Conflagrant Sac,2,14
Rathalos,MR,Investigation (Silver),Rathalos Lash,1,13
Rathalos,MR,Investigation (Silver),Rath Wingtalon+,2,10
Rathalos,MR,Investigation (Silver),Rathalos Ruby,1,10
Rathalos,MR,Investigation (Silver),Rathalos Mantle,1,6
Rathalos,MR,Investigation (Gold),Rathalos Fellwing,1,17
Rathalos,MR,Investigation (Gold),Rathalos Lash,1,16
Rathalos,MR,Investigation (Gold),Rathalos Mantle,1,13
Rathalos,MR,Investigation (Gold),Rathalos Cortex,3,12
Rathalos,MR,Investigation (Gold),Conflagrant Sac,3,12
Rathalos,MR,Investigation (Gold),Rathalos Shard,3,10
Rathalos,MR,Investigation (Gold),Rath Wingtalon+,2,10
Rathalos,MR,Investigation (Gold),Rathalos Ruby,1,10
Rathalos,MR,Investigation (Purple),Carved Feystone,1,60
Rathalos,MR,Investigation (Purple),Ancient Feystone,1,30
Rathalos,MR,Investigation (Purple),Sealed Feystone,1,10
Rathalos,MR,Guiding Lands (Low),Heavy Dragonvein Bone,1,63
Rathalos,MR,Guiding Lands (Low),King's Scale,1,37
Rathalos,MR,Guiding Lands (Mid),King's Scale,1,63
Rathalos,MR,Guiding Lands (Mid),Heavy Dragonvein Bone,1,37
Rathalos,MR,Guiding Lands (High),King's Scale,1,100
Rathalos,MR,Guiding Lands (Tempered),Tempered Red Scale,1,61
Rathalos,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,30
Rathalos,MR,Guiding Lands (Tempered),Spiritvein Gem,1,9
Diablos,LR,Track,Diablos Shell,1,100
Diablos,LR,Carve / Capture,Diablos Shell,1,31
Diablos,LR,Carve / Capture,Diablos Ridge,1,24
Diablos,LR,Carve / Capture,Diablos Fang,1,18
Diablos,LR,Carve / Capture,Diablos Marrow,1,15
Diablos,LR,Carve / Capture,Diablos Tailcase,1,12
Diablos,LR,Break Horns,Twisted Horn,1,100
Diablos,LR,Wound Back,Diablos Ridge,1,70
Diablos,LR,Wound Back,Diablos Marrow,1,30
Diablos,LR,Shiny Drop,Diablos Shell,1,50
Diablos,LR,Shiny Drop,Diablos Ridge,1,28
Diablos,LR,Shiny Drop,Wyvern Tear,1,22
Diablos,LR,Tail Carve,Diablos Tailcase,1,72
Diablos,LR,Tail Carve,Diablos Marrow,1,28
Diablos,LR,Palico Bonus,Diablos Shell,1,50
Diablos,LR,Palico Bonus,Diablos Ridge,1,28
Diablos,LR,Palico Bonus,Wyvern Tear,1,22
Diablos,LR,Plunderblade,Diablos Shell,1,42
Diablos,LR,Plunderblade,Diablos Ridge,1,31
Diablos,LR,Plunderblade,Diablos Fang,1,27
Diablos,LR,Bandit Mantle,Large Scale,1,70
Diablos,LR,Bandit Mantle,Beautiful Scale,1,30
Diablos,LR,Hunt (Bronze),Diablos Ridge,1,26
Diablos,LR,Hunt (Bronze),Diablos Shell,1,21
Diablos,LR,Hunt (Bronze),Dash Extract,1,16
Diablos,LR,Hunt (Bronze),Diablos Fang,1,15
Diablos,LR,Hunt (Bronze),Monster Bone+,1,13
Diablos,LR,Hunt (Bronze),Diablos Marrow,1,9
Diablos,LR,Investigation (Silver),Diablos Tailcase,1,20
Diablos,LR,Investigation (Silver),Diablos Fang,1,18
Diablos,LR,Investigation (Silver),Diablos Marrow,1,17
Diablos,LR,Investigation (Silver),Diablos Ridge,2,14
Diablos,LR,Investigation (Silver),Dash Extract,2,12
Diablos,LR,Investigation (Silver),Diablos Shell,2,11
Diablos,LR,Investigation (Silver),Twisted Horn,1,8
Diablos,LR,Investigation (Gold),Diablos Tailcase,1,20
Diablos,LR,Investigation (Gold),Diablos Fang,1,16
Diablos,LR,Investigation (Gold),Diablos Marrow,1,16
Diablos,LR,Investigation (Gold),Twisted Horn,1,16
Diablos,LR,Investigation (Gold),Diablos Ridge,3,12
Diablos,LR,Investigation (Gold),Diablos Shell,3,10
Diablos,LR,Investigation (Gold),Dash Extract,3,10
Diablos,HR,Track,Diablos Carapace,1,100
Diablos,HR,Carve / Capture,Diablos Carapace,1,31
Diablos,HR,Carve / Capture,Diablos Ridge+,1,24
Diablos,HR,Carve / Capture,Diablos Fang,1,15
Diablos,HR,Carve / Capture,Blos Medulla,1,15
Diablos,HR,Carve / Capture,Diablos Tailcase,1,12
Diablos,HR,Carve / Capture,Wyvern Gem,1,3
Diablos,HR,Break Horns,Majestic Horn,1,65
Diablos,HR,Break Horns,Twisted Horn,2,35
Diablos,HR,Wound Back,Diablos Ridge+,1,70
Diablos,HR,Wound Back,Blos Medulla,1,30
Diablos,HR,Shiny Drop,Diablos Carapace,1,50
Diablos,HR,Shiny Drop,Diablos Ridge+,1,28
Diablos,HR,Shiny Drop,Wyvern Tear,1,22
Diablos,HR,Tail Carve,Diablos Tailcase,1,40
Diablos,HR,Tail Carve,Diablos Carapace,1,35
Diablos,HR,Tail Carve,Blos Medulla,1,22
Diablos,HR,Tail Carve,Wyvern Gem,1,3
Diablos,HR,Palico Bonus,Diablos Carapace,1,50
Diablos,HR,Palico Bonus,Diablos Ridge+,1,28
Diablos,HR,Palico Bonus,Wyvern Tear,1,22
Diablos,HR,Plunderblade,Diablos Carapace,1,42
Diablos,HR,Plunderblade,Diablos Ridge+,1,31
Diablos,HR,Plunderblade,Diablos Fang,1,25
Diablos,HR,Plunderblade,Wyvern Gem,1,2
Diablos,HR,Bandit Mantle,Beautiful Scale,1,70
Diablos,HR,Bandit Mantle,Lustrous Scale,1,30
Diablos,HR,Hunt (Bronze),Diablos Ridge+,1,26
Diablos,HR,Hunt (Bronze),Diablos Carapace,1,21
Diablos,HR,Hunt (Bronze),Dash Extract,2,16
Diablos,HR,Hunt (Bronze),Diablos Fang,2,14
Diablos,HR,Hunt (Bronze),Monster Hardbone,1,13
Diablos,HR,Hunt (Bronze),Blos Medulla,1,9
Diablos,HR,Hunt (Bronze),Wyvern Gem,1,1
Diablos,HR,Investigation (Silver),Diablos Ridge+,2,20
Diablos,HR,Investigation (Silver),Blos Medulla,1,20
Diablos,HR,Investigation (Silver),Diablos Carapace,2,14
Diablos,HR,Investigation (Silver),Majestic Horn,1,14
Diablos,HR,Investigation (Silver),Dash Extract,2,14
Diablos,HR,Investigation (Silver),Diablos Fang,2,10
Diablos,HR,Investigation (Silver),Wyvern Gem,1,8
Diablos,HR,Investigation (Gold),Blos Medulla,1,24
Diablos,HR,Investigation (Gold),Majestic Horn,1,18
Diablos,HR,Investigation (Gold),Wyvern Gem,1,16
Diablos,HR,Investigation (Gold),Diablos Ridge+,3,12
Diablos,HR,Investigation (Gold),Dash Extract,3,12
Diablos,HR,Investigation (Gold),Diablos Carapace,3,10
Diablos,HR,Investigation (Gold),Diablos Fang,3,8
Diablos,HR,Investigation (Purple),Worn Feystone,1,35
Diablos,HR,Investigation (Purple),Glowing Feystone,1,34
Diablos,HR,Investigation (Purple),Warped Feystone,1,26
Diablos,HR,Investigation (Purple),Sullied Streamstone,1,3
Diablos,HR,Investigation (Purple),Shining Streamstone,1,2
Diablos,MR,Track,Diablos Cortex,1,100
Diablos,MR,Carve / Capture,Diablos Cortex,1,34
Diablos,MR,Carve / Capture,Diablos Chine,1,26
Diablos,MR,Carve / Capture,Blos Medulla,1,17
Diablos,MR,Carve / Capture,Diablos Tailcase+,1,15
Diablos,MR,Carve / Capture,Wyvern Gem,1,5
Diablos,MR,Carve / Capture,Large Wyvern Gem,1,3
Diablos,MR,Break Horns,Twisted Stouthorn,1,89
Diablos,MR,Break Horns,Diablos Hardhorn,1,11
Diablos,MR,Wound Back,Diablos Chine,1,70
Diablos,MR,Wound Back,Blos Medulla,2,30
Diablos,MR,Shiny Drop,Diablos Cortex,1,50
Diablos,MR,Shiny Drop,Diablos Chine,1,28
Diablos,MR,Shiny Drop,Large Wyvern Tear,1,22
Diablos,MR,Tail Carve,Diablos Tailcase+,1,70
Diablos,MR,Tail Carve,Diablos Cortex,1,25
Diablos,MR,Tail Carve,Large Wyvern Gem,1,5
Diablos,MR,Palico Bonus,Diablos Cortex,1,50
Diablos,MR,Palico Bonus,Diablos Chine,1,28
Diablos,MR,Palico Bonus,Large Wyvern Tear,1,22
Diablos,MR,Plunderblade,Diablos Cortex,1,42
Diablos,MR,Plunderblade,Diablos Chine,1,31
Diablos,MR,Plunderblade,Diablos Tailcase+,1,25
Diablos,MR,Plunderblade,Large Wyvern Gem,1,2
Diablos,MR,Bandit Mantle,Lustrous Scale,1,70
Diablos,MR,Bandit Mantle,Glimmering Scale,1,30
Diablos,MR,Hunt (Bronze),Diablos Chine,1,33
Diablos,MR,Hunt (Bronze),Diablos Cortex,1,25
Diablos,MR,Hunt (Bronze),Dash Extract,3,16
Diablos,MR,Hunt (Bronze),Twisted Stouthorn,1,13
Diablos,MR,Hunt (Bronze),Blos Medulla,2,9
