base_name_en,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
Queen Chordmaker,Upgrade,Rathian Carapace,4,Rathian Plate,1,Rathian Scale+,5,Rathian Spike+,3
Coral Chordmaker,Upgrade,Pink Rathian Carapace,4,Pink Rathian Scale+,5,Rathian Spike+,4,Wyvern Gem,1
Royal Chordmaker,Upgrade,Elder Dragon Blood,3,Pink Rathian Scale+,6,Rathian Ruby,1,Rathian Spike+,5
Aqua Bagpipe I,Upgrade,Aqua Sac,1,Earth Crystal,3,Jyuratodus Scale,3,Jyuratodus Shell,1
Aqua Bagpipe II,Upgrade,Dragonite Ore,5,Gajau Skin,3,Jyuratodus Fang,2,Jyuratodus Fin,3
Aqua Bagpipe III,Upgrade,Coral Crystal,3,Gajau Whisker,3,Jyuratodus Fang,4,Monster Bone+,2
Water Tamtam I,Upgrade,Carbalite Ore,5,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3
Water Tamtam II,Upgrade,Fucium Ore,5,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Torrent Sac,3
Water Tamtam III,Upgrade,Elder Dragon Blood,3,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Glacial Bagpipe I,Upgrade,Frost Sac,2,Legiana Claw,3,Legiana Scale,4,,
Glacial Bagpipe II,Upgrade,Legiana Claw,4,Legiana Plate,1,Legiana Tail Webbing,3,Paolumu Wing,4
Sectored,Upgrade,Freezer Sac,2,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3
Legia Sectored,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Gem,1,Legiana Hide+,3
Bone Horn I,Create,Monster Bone S,1,,,,,,
Bone Horn II,Upgrade,Monster Bone S,2,,,,,,
Bone Horn III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Hard Bone Horn I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Hard Bone Horn II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Hard Bone Horn III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Heavy Bone Horn I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Heavy Bone Horn II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Gama Horn I,Upgrade,Dodogama Hide+,4,Dodogama Scale+,6,Dodogama Talon,4,,
Gama Horn II,Upgrade,Dodogama Jaw,4,Dodogama Tail,3,Fire Dragon Scale+,4,Wyvern Gem,1
Blazing Horn I,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Horn II,Upgrade,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1,Rathalos Marrow,1
Anja Barone I,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Anja Barone II,Upgrade,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1,Rathalos Medulla,2
Anja Barone III,Upgrade,Anjanath Fang+,6,Anjanath Gem,1,Anjanath Nosebone+,2,Teostra Mane,2
Blooming Horn I,Upgrade,Poison Sac,1,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,,
Blooming Horn II,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
Blooming Horn III,Upgrade,Monster Bone+,2,Poison Sac,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2
Datura Horn I,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Quality Bone,3,Toxin Sac,2
Datura Horn II,Upgrade,Monster Hardbone,3,Pukei-Pukei Carapace,5,Pukei-Pukei Wing,3,Toxin Sac,2
Datura Horn III,Upgrade,Bird Wyvern Gem,1,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Vaal Hazak Wing,2
Lumu Horn I,Upgrade,Paolumu Pelt,2,Paolumu Scale,3,Paolumu Shell,1,,
Lumu Horn II,Upgrade,Diablos Shell,3,Paolumu Shell,3,Paolumu Webbing,2,Shamos Scale,5
Lumu Barone I,Create,Paolumu Carapace+,4,Paolumu Pelt+,6,Paolumu Webbing,6,Wyvern Gem,1
Lumu Barone I,Upgrade,Paolumu Carapace+,3,Paolumu Pelt+,4,Paolumu Scale+,5,Shamos Scale+,5
Lumu Barone II,Upgrade,Blos Medulla,2,Novacrystal,1,Paolumu Carapace+,4,Paolumu Wing,3
Lumu Barone III,Upgrade,Elder Dragon Bone,3,Paolumu Carapace+,5,Paolumu Scale+,7,Wyvern Gem,1
Rookslayer Drum,Upgrade,Bazelgeuse Fuse,4,Bazelgeuse Scale+,5,Bazelgeuse Talon,3,Firecell Stone,1
Bazelreid Rookslayer,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,4,Bazelgeuse Wing,4,Xeno'jiiva Wing,3
Sonic Horn I,Upgrade,Ancient Bone,1,Vespoid Shell,2,Vespoid Wing,1,,
Sonic Horn II,Upgrade,Monster Fluid,2,Paralysis Sac,1,Vespoid Shell,2,Vespoid Wing,2
Sonic Horn III,Upgrade,Girros Fang,6,Hornetaur Wing,3,Paralysis Sac,2,Vespoid Wing,3
Glass Royale,Upgrade,Monster Broth,5,Omniplegia Sac,2,Vespoid Carapace,6,Vespoid Innerwing,3
Glass Royale+,Upgrade,Brutal Bone,2,Great Girros Fang+,5,Hornetaur Innerwing,6,Vespoid Innerwing,6
Queen Vespoid Horn,Upgrade,Daora Webbing,3,Hornetaur Head,1,Novacrystal,2,Vespoid Innerwing,3
Spiked Horn I,Upgrade,Radobaan Scale,4,Sleep Sac,2,Wyvern Bonemass,2,,
Spiked Horn II,Upgrade,Monster Bone+,3,Radobaan Marrow,1,Radobaan Oilshell,2,Wyvern Bonemass,3
Baan Horn I,Upgrade,Coma Sac,2,Monster Keenbone,3,Radobaan Carapace,4,Radobaan Oilshell,3
Baan Horn II,Upgrade,Coma Sac,3,Monster Hardbone,5,Radobaan Medulla,1,Radobaan Scale+,8
Baan Horn III,Upgrade,Coma Sac,4,Elder Dragon Bone,5,Radobaan Carapace,6,Wyvern Gem,1
Dragonbone Auldhorn I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Auldhorn II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Auldhorn III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Thundercry Horn,Upgrade,Kirin Hide,3,Kirin Tail,1,Kirin Thunderhorn,3,Lightcrystal,1
Thunderbolt Horn I,Upgrade,Dragonvein Crystal,5,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4
Thunderbolt Horn II,Upgrade,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2,Xeno'jiiva Shell,4
Blacksteel Dragonhorn I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Dragonhorn II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Teostra's Tiple,Upgrade,Teostra Carapace,5,Teostra Claw+,2,Teostra Mane,2,Teostra Powder,4
Teostra's Orphée,Upgrade,Teostra Claw+,2,Teostra Gem,1,Teostra Horn+,5,Xeno'jiiva Soulscale,5
Xeno Manasheena,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Iron Lance I,Create,Iron Ore,1,,,,,,
Iron Lance II,Upgrade,Iron Ore,2,,,,,,
Iron Lance III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Steel Lance I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Steel Lance II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Steel Lance III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Chrome Lance I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Chrome Lance II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Impaler,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Perdition's Hand,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Glacial Lance I,Upgrade,Frost Sac,2,Legiana Claw,3,Legiana Scale,4,,
Glacial Lance II,Upgrade,Legiana Claw,4,Legiana Plate,1,Legiana Tail Webbing,3,Paolumu Wing,4
Legiana Halberd I,Upgrade,Freezer Sac,2,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3
Legiana Halberd II,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Gem,1,Legiana Hide+,3
Kulu Lance I,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
Kulu Lance II,Upgrade,Boulder Bone,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Radobaan Scale,3
Kulu Lance III,Upgrade,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Odogaron Claw,2,Warped Bone,3
Kulu Hasta I,Create,Carbalite Ore,10,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,6,Kulu-Ya-Ku Scale+,6
Kulu Hasta I,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Kulu Hasta II,Upgrade,Brutal Bone,3,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Odogaron Claw+,2
Kulu Hasta III,Upgrade,Bird Wyvern Gem,1,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Nergigante Talon,2
Gama Pilebunker I,Upgrade,Dodogama Hide+,4,Dodogama Scale+,6,Dodogama Talon,4,,
Gama Pilebunker II,Upgrade,Dodogama Jaw,4,Dodogama Tail,3,Fire Dragon Scale+,4,Wyvern Gem,1
Thunder Lance I,Upgrade,Dragonite Ore,5,Electro Sac,1,Tobi-Kadachi Claw,2,Tobi-Kadachi Electrode,1
Thunder Lance II,Upgrade,Coral Crystal,3,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2
Lightning Spire I,Upgrade,Carbalite Ore,5,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4,Vespoid Innerwing,3
Lightning Spire II,Upgrade,Fucium Ore,5,Thunder Sac,3,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4
Lightning Spire III,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Blooming Lance I,Upgrade,Poison Sac,1,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,,
Blooming Lance II,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
Blooming Lance III,Upgrade,Monster Bone+,2,Poison Sac,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2
Datura Pike I,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Quality Bone,3,Toxin Sac,2
Datura Pike II,Upgrade,Monster Hardbone,3,Pukei-Pukei Carapace,5,Pukei-Pukei Wing,3,Toxin Sac,2
Datura Pike III,Upgrade,Bird Wyvern Gem,1,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Vaal Hazak Wing,2
Flame Lance I,Upgrade,Flame Sac,2,Rathalos Marrow,1,Rathalos Scale,1,Rathalos Webbing,2
Flame Lance II,Upgrade,Inferno Sac,3,Rathalos Plate,1,Rathalos Scale,6,Rathalos Tail,2
Red Tail,Upgrade,Rathalos Carapace,4,Rathalos Medulla,1,Rathalos Scale+,6,Rathalos Wing,2
Blue Tail,Upgrade,Azure Rathalos Carapace,4,Azure Rathalos Scale+,6,Azure Rathalos Wing,3,Rathalos Ruby,1
Blue Prominence,Upgrade,Azure Rathalos Scale+,8,Azure Rathalos Tail,3,Rathalos Ruby,1,Teostra Horn+,2
Bone Lance I,Create,Monster Bone S,1,,,,,,
Bone Lance II,Upgrade,Monster Bone S,2,,,,,,
Bone Lance III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Hard Bone Lance I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Hard Bone Lance II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Hard Bone Lance III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Heavy Bone Lance I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Heavy Bone Lance II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Hazak Wächter,Upgrade,Deceased Scale,6,Vaal Hazak Fang+,5,Vaal Hazak Membrane,4,Vaal Hazak Talon,4
Love's Sorrow,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Tail,2,Vaal Hazak Talon,6,Xeno'jiiva Veil,3
Taurus Lance I,Upgrade,Hornetaur Shell,3,Hornetaur Wing,2,Monster Fluid,2,,
Taurus Lance II,Upgrade,Hornetaur Head,2,Hornetaur Shell,5,Hornetaur Wing,4,Odogaron Fang,2
Dark Stinger I,Create,Hornetaur Carapace,6,Hornetaur Head,1,Hornetaur Innerwing,4,Novacrystal,1
Dark Stinger I,Upgrade,Dragonvein Crystal,3,Hornetaur Carapace,5,Hornetaur Innerwing,4,Monster Broth,2
Dark Stinger II,Upgrade,Azure Rathalos Wing,2,Hornetaur Carapace,5,Hornetaur Innerwing,4,Novacrystal,1
Dark Stinger III,Upgrade,Hornetaur Carapace,8,Hornetaur Innerwing,6,Vaal Hazak Fang+,3,Wyvern Gem,1
Carapace Lance I,Upgrade,Barroth Claw,1,Barroth Ridge,2,Barroth Shell,3,,
Carapace Lance II,Upgrade,Barroth Claw,2,Barroth Tail,1,Dragonite Ore,3,Kestodon Shell,3
Carapace Lance III,Upgrade,Barroth Claw,4,Barroth Scalp,2,Diablos Shell,3,Monster Bone+,3
Barroth Stinger I,Upgrade,Barroth Carapace,3,Barroth Claw+,2,Barroth Ridge+,2,Kestodon Carapace,5
Barroth Stinger II,Upgrade,Barroth Carapace,3,Barroth Claw+,4,Diablos Carapace,3,Gastodon Carapace,5
Barroth Stinger III,Upgrade,Barroth Claw+,5,Barroth Ridge+,5,Nergigante Horn+,1,Wyvern Gem,1
Garon Lance I,Upgrade,Odogaron Claw,2,Odogaron Fang,2,Odogaron Scale,4,,
Garon Lance II,Upgrade,Odogaron Claw,2,Odogaron Plate,1,Odogaron Tail,2,Quality Bone,5
Garon Dhara I,Upgrade,Dragonbone Relic,1,Odogaron Claw+,4,Odogaron Fang+,3,Odogaron Scale+,8
Garon Dhara II,Upgrade,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1,Teostra Claw+,2
Aqua Horn I,Upgrade,Aqua Sac,1,Boulder Bone,2,Jyuratodus Scale,3,Jyuratodus Shell,1
Aqua Horn II,Upgrade,Gajau Skin,3,Jyuratodus Fang,2,Jyuratodus Fin,3,Sturdy Bone,5
Aqua Horn III,Upgrade,Coral Bone,2,Gajau Whisker,3,Jyuratodus Fang,4,Monster Bone+,2
Water Spike I,Upgrade,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Quality Bone,5
Water Spike II,Upgrade,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Monster Hardbone,3,Torrent Sac,3
Water Spike III,Upgrade,Elder Dragon Bone,4,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Dragonbone Lance I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Lance II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Lance III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Rookslayer Lance,Upgrade,Bazelgeuse Fuse,4,Bazelgeuse Scale+,5,Bazelgeuse Talon,3,Firecell Stone,1
Bazel Myniad Rookslayer,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,4,Bazelgeuse Wing,4,Xeno'jiiva Wing,3
Thunderpike,Upgrade,Kirin Hide,3,Kirin Tail,1,Kirin Thunderhorn,3,Lightcrystal,1
Thunderspear,Upgrade,Dragonvein Crystal,5,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4
Thunderpiercer,Upgrade,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2,Xeno'jiiva Shell,4
Blacksteel Lance I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Lance II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Icesteel Spear,Upgrade,Daora Claw+,3,Daora Tail,2,Daora Webbing,4,Nergigante Carapace,5
Daora's Fang,Upgrade,Daora Claw+,4,Daora Gem,1,Daora Horn+,5,Xeno'jiiva Wing,2
Xeno Zauta,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Babel Spear,Create,Gama Coin,4,Hunter King Coin,5,Novacrystal,1,Rathalos Coin,4
Elder Babel Spear,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
Iron Gunlance I,Create,Iron Ore,1,,,,,,
Iron Gunlance II,Upgrade,Iron Ore,2,,,,,,
Iron Gunlance III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Steel Gunlance I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Steel Gunlance II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Steel Gunlance III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Chrome Gunlance I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Chrome Gunlance II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Ram,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Eradication Flame,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Pulsar Gunlance I,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Pelt,2,Tobi-Kadachi Scale,3,,
Pulsar Gunlance II,Upgrade,Coral Crystal,3,Electro Sac,2,Tobi-Kadachi Claw,3,Tobi-Kadachi Electrode,2
Pulsar Gunlance III,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
Kadachi Striker,Create,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Pelt+,7,Wyvern Gem,1
Kadachi Striker,Upgrade,Dragonvein Crystal,3,Tobi-Kadachi Claw+,3,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4
Kadachi Striker+,Upgrade,Majestic Horn,2,Thunder Sac,3,Tobi-Kadachi Claw+,4,Tobi-Kadachi Electrode+,2
Mythic Kadachi Striker,Upgrade,Nergigante Talon,2,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Rath Gunlance I,Upgrade,Flame Sac,2,Rathalos Marrow,1,Rathalos Scale,1,Rathalos Webbing,2
Rath Gunlance II,Upgrade,Inferno Sac,3,Rathalos Plate,1,Rathalos Scale,6,Rathalos Tail,2
Red Rook,Upgrade,Rathalos Carapace,4,Rathalos Medulla,1,Rathalos Scale+,6,Rathalos Wing,2
Blue Rook,Upgrade,Azure Rathalos Carapace,4,Azure Rathalos Scale+,6,Azure Rathalos Wing,3,Rathalos Ruby,1
Blue Chariot,Upgrade,Azure Rathalos Scale+,8,Azure Rathalos Tail,3,Rathalos Ruby,1,Teostra Horn+,2
Princess Panoply,Upgrade,Rathian Scale,5,Rathian Shell,4,Rathian Spike,3,,
Princess Panoply+,Upgrade,Rathian Carapace,4,Rathian Plate,1,Rathian Scale+,5,Rathian Spike+,3
Rose Burst,Upgrade,Pink Rathian Carapace,4,Pink Rathian Scale+,5,Rathian Spike+,4,Wyvern Gem,1
Royal Burst,Upgrade,Elder Dragon Blood,3,Pink Rathian Scale+,6,Rathian Ruby,1,Rathian Spike+,5
Madness Gunlance I,Upgrade,Aqua Sac,1,Jyuratodus Fin,1,Jyuratodus Scale,3,Jyuratodus Shell,1
Madness Gunlance II,Upgrade,Gajau Skin,3,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3
Madness Gunlance III,Upgrade,Gajau Whisker,3,Jyuratodus Fang,4,Jyuratodus Shell,3,Monster Bone+,2
Jyura Buster I,Upgrade,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Fin+,2,Jyuratodus Scale+,3
Jyura Buster II,Upgrade,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Monster Hardbone,3,Torrent Sac,3
Jyura Buster III,Upgrade,Elder Dragon Bone,2,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Glacial Gunlance I,Upgrade,Frost Sac,2,Legiana Claw,3,Legiana Scale,4,,
Glacial Gunlance II,Upgrade,Legiana Claw,4,Legiana Plate,1,Legiana Tail Webbing,3,Paolumu Wing,4
Legiana Cannon I,Upgrade,Freezer Sac,2,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3
Legiana Cannon II,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Gem,1,Legiana Hide+,3
Bone Gunlance I,Create,Monster Bone S,1,,,,,,
Bone Gunlance II,Upgrade,Monster Bone S,2,,,,,,
Bone Gunlance III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Bone Cannon I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Bone Cannon II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Bone Cannon III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Great Bone Gunlance I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Great Bone Gunlance II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Bazel Buster I,Upgrade,Bazelgeuse Fuse,4,Bazelgeuse Scale+,5,Bazelgeuse Talon,3,Firecell Stone,1
Bazel Buster II,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,4,Bazelgeuse Wing,4,Xeno'jiiva Wing,3
Jagras Gunlance I,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
Jagras Gunlance II,Upgrade,Coral Bone,2,Great Jagras Claw,2,Great Jagras Mane,2,Tzitzi-Ya-Ku Claw,3
Jagras Gunlance III,Upgrade,Great Jagras Claw,3,Great Jagras Mane,3,Great Jagras Scale,5,Monster Bone+,3
Glutton Gunlance I,Upgrade,Great Jagras Claw+,4,Great Jagras Mane,6,Great Jagras Scale+,6,Piercing Claw,5
Glutton Gunlance II,Upgrade,Great Jagras Claw+,6,Jagras Hide+,6,Monster Hardbone,4,Tzitzi-Ya-Ku Claw+,5
Glutton Gunlance III,Upgrade,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1,Vaal Hazak Talon,2
Girros Gunlance I,Upgrade,Girros Fang,3,Great Girros Fang,1,Great Girros Scale,3,,
Girros Gunlance II,Upgrade,Diablos Fang,2,Great Girros Fang,3,Great Girros Hood,2,Paralysis Sac,2
Deathfang Gunlance I,Create,Great Girros Fang+,5,Great Girros Hood+,3,Omniplegia Sac,6,Quality Bone,5
Deathfang Gunlance I,Upgrade,Girros Scale+,6,Great Girros Fang+,3,Great Girros Scale+,5,Great Girros Tail,2
Deathfang Gunlance II,Upgrade,Blos Medulla,1,Great Girros Fang+,4,Great Girros Hood+,2,Omniplegia Sac,4
Deathfang Gunlance III,Upgrade,Bird Wyvern Gem,1,Great Girros Fang+,5,Great Girros Hood+,3,Vaal Hazak Fang+,2
Hazak Spysa I,Upgrade,Deceased Scale,6,Vaal Hazak Fang+,5,Vaal Hazak Membrane,4,Vaal Hazak Talon,4
Hazak Spysa II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Tail,2,Vaal Hazak Talon,6,Xeno'jiiva Veil,3
Carapace Cannon I,Upgrade,Barroth Claw,1,Barroth Ridge,2,Barroth Shell,3,,
Carapace Cannon II,Upgrade,Barroth Claw,2,Barroth Tail,1,Dragonite Ore,3,Kestodon Shell,3
Carapace Cannon III,Upgrade,Barroth Claw,4,Barroth Scalp,2,Diablos Shell,3,Monster Bone+,3
Barroth Blaster I,Upgrade,Barroth Carapace,3,Barroth Claw+,2,Barroth Ridge+,2,Kestodon Carapace,5
Barroth Blaster II,Upgrade,Barroth Carapace,3,Barroth Claw+,4,Diablos Carapace,3,Gastodon Carapace,5
Barroth Blaster III,Upgrade,Barroth Claw+,5,Barroth Ridge+,5,Nergigante Horn+,1,Wyvern Gem,1
Blazing Gunlance I,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Gunlance II,Upgrade,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1,Rathalos Marrow,1
Anja Cannon I,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Anja Cannon II,Upgrade,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1,Rathalos Medulla,2
Anja Cannon III,Upgrade,Anjanath Fang+,6,Anjanath Gem,1,Anjanath Nosebone+,2,Teostra Mane,2
Dragonbone Gunlance I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Gunlance II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Gunlance III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Magda Lahat,Upgrade,Zorah Magdaros Carapace,8,Zorah Magdaros Gem,1,Zorah Magdaros Heat Scale,4,Zorah Magdaros Magma,4
Earthshaker Magda Lahat,Upgrade,Firecell Stone,3,Xeno'jiiva Shell,4,Zorah Magdaros Pleura,2,Zorah Magdaros Ridge,2
Blacksteel Gunlance I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Gunlance II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Icesteel Gunlance,Upgrade,Daora Claw+,3,Daora Tail,2,Daora Webbing,4,Nergigante Carapace,5
Daora's Brigia,Upgrade,Daora Claw+,4,Daora Gem,1,Daora Horn+,5,Xeno'jiiva Wing,2
Xeno Hemta,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Proto Iron Axe I,Create,Iron Ore,1,,,,,,
Proto Iron Axe II,Upgrade,Iron Ore,2,,,,,,
Proto Iron Axe III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
