name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Stealth,Makes it easier for monsters to lose sight of you.,潜伏,モンスターがプレイヤーを見失い やすくなる。,Furtivité,Permet d'échapper plus facilement aux monstres.,Furtivo,Incrementa la probabilità che i mostri ti perdano di vista.,Tarnung,Monster verlieren dich einfacher aus den Augen.,Experto en sigilo,Facilita que los monstruos te pierdan de vista.,Furtividade,Os monstros perdem você de vista com mais facilidade.,Ukrycie,"Sprawia, że potwory łatwiej tracą cię z oczu.",Скрытность,Заставляет чудовищ быстрее терять вас из виду.,잠복,몬스터가 플레이어를 못 보고 지나칠 확률이 증가한다.,潛伏,魔物更容易 追丟玩家。,التسلل,تسهّل من تضليل رؤية الوحوش لك.
Flinch Free,Prevents knockbacks and other reactions to small damage.,ひるみ軽減,小ダメージ時のリアクションを 軽減する。,Nerfs d'acier,Évite les chutes et autres réactions aux dégâts mineurs.,Antisussulto,Previene la respinta e altre reazioni causate da danni lievi.,Unbeeindruckt,Verhindert das Zurückwerfen sowie andere Reaktionen auf geringen Schaden.,Mejora de balance,Previene reacciones a pequeños ataques como ser empujado hacia atrás.,Sem Recuo,Evita empurrões e outras reações a danos pequenos.,Kamienna Twarz,Zapobiega odepchnięciom i innym reakcjom na nieznaczne obrażenia.,Непоколебимость,Предотвращает сбивание с ног и другие реакции на небольшой урон.,움찔 감소,적은 데미지를 받을 때 리액션을 줄인다.,減輕膽怯,減輕受到小傷害時的 反應。,الثبات,تمنع التراجع وردود فعل أخرى لضرر صغير.
Scoutfly Range Up,Expands your scoutflies' detection range.,導蟲反応距離ＵＰ,導蟲の反応範囲が広がる。,Pistage,Augmente la portée de détection des navicioles.,Amplia insetti,Amplia il raggio di rilevamento degli insetti guida.,Spähkäfer-Reichweite,Erweitert die Erkennungsreichweite der Spähkäfer.,Rango de Lafarillos,Expande el rango de detección de los Lafarillos.,Alcance de Guialumes,Expande o alcance de detecção de seus guialumes.,Lepszy Zwiad,Zwiększa zasięg wykrywania świetlików zwiadowczych.,Улучшение светлячков,Увеличивает дальность обнаружения светлячков.,안내벌레의 반응 거리 UP,안내벌레의 반응 범위가 넓어진다.,導蟲反應距離UP,擴大導蟲的反應範圍。,نطاق ذبابة الاستطلاع,توسع من نطاق بحث ذباب الاستطلاع.
Speed Crawler,Increases movement speed while crouching.,しゃがみ移動速度ＵＰ,しゃがみ中、移動速度が速くなる。,Rampeur rapide,Augmente la vitesse de déplacement lorsque vous êtes accroupi.,Velocità strisciante,Incrementa la velocità di movimento da accovacciati.,Schnellrobben,Erhöht deine Bewegungsgeschwindigkeit in der Hocke.,Movimiento agachado,Aumenta la velocidad al moverte cuando lo hagas estando agachado.,Rastejador Ágil,Aumenta a velocidade de movimentação ao agachar.,Szybkie Pełzanie,Zwiększa szybkość ruchu w przykucniętej pozycji.,Быстрый ползун,Увеличивает скорость передвижения в приседе.,앉아 이동 속도 UP,앉아서 이동 속도가 빨라진다.,蹲下移動速度UP,加快蹲下時的移動速度。,سرعة الزحف,تزيد من سرعة الحركة أثناء الجثوم.
Jump Master,Prevents attacks from knocking you back during a jump.,ジャンプ鉄人,ジャンプ中に攻撃を受けても、 のけぞらなくなる。,Acrobate,Empêche les attaques de vous faire tomber lorsque vous sautez.,Maestro saltatore,Impedisce agli attacchi di sbilanciarti durante un salto.,Sprungmeister,"Verhindert, dass du im Sprung durch Angriffe zurückgeworfen wirst.",Experto en salto,Evita que los ataques te interrumpan mientras saltas.,Mestre do Salto,Evita que ataques derrubem você durante um salto.,Mistrz Skakania,Zapobiega odepchnięciom w wyniku ataku podczas skoku.,Мастер прыжков,Не дает сбить вас с ног во время прыжка.,점프 철인,점프 중에 공격을 받아도 움츠리지 않게 된다.,跳躍鐵人,跳躍中即使遭受攻擊， 也不會後仰。,القفزة البارعة,تمنع الهجمات من إطاحتك إلى الخلف أثناء القفز.
Survival Expert,Extra health is recovered from environmental interactables like Sporepuffs or Wiggly Litchi.,環境利用の知識,綿胞子草や、氷耐草など 任意発動できる環境利用時 体力が追加で回復するようになる。,Ami de la nature,"Vous récupérez de la vie en interagissant avec certains insectes ou plantes (sporenlit, chenille-litchi etc.)",Esperto di sopravvivenza,Ripristina salute extra interagendo con elementi ambientali come sporerbe e larve resistenza.,Überlebensexperte,Erhöht die wiederhergestellte Gesundheit beim Interagieren mit Dingen wie Sporenbäusche und Ausdauer-Insektenlarven.,Experto en supervivencia,"Recuperas salud adicional cuando interactúas con elementos del entorno, como hierbasporas o lichibichos.",Sobrevivente,"Recupera vida extra ao interagir com insetos e plantas ambientais, como Esporíferas ou Lichias Agitadas.",Mistrz Przetrwania,Interakcje z elementami otoczenia takimi jak purchawice i wijoliczki dają dodatkowe zdrowie.,Специалист по выживанию,"При взаимодействии с некоторыми насекомыми и растениями (напр., споровики или волнистые личи) восстанавливается больше здоровья.",환경 이용 지식,"면 포자풀이나, 얼음 내성 풀 등 임의로 발동할 수 있는 환경 이용 시 체력이 추가로 회복된다.",環境利用知識,使用棉花孢子草和冰耐草等 可任意發動效果的環境物時， 能夠追加回復體力。,خبير النجاة,يتم استرجاع صحة إضافية من عناصر التفاعل البيئية مثل نفحات الحبوب أو يرقة الدودة.
Aquatic/Polar Mobility,"Lets you move more freely in water. Also prevents you from being slowed down by terrain effects, such as deep snow.",水場・深雪適応,水場に適応して行動できるようになる。 深雪箇所など、地形効果で 移動速度が遅くなる場所にも適応する。,Mobilité eau/neige,"Permet de se déplacer plus facilement dans l'eau et sur les sols difficiles, tels qu'une épaisse couche de neige.",Mobilità acquatica/polare,Permette di muoversi più liberamente in acqua. Previene il rallentamento in alcune condizioni del terreno come la neve alta.,Wasser-/Polarbeweglichkeit,Ermöglicht freiere Bewegung im Wasser. Auch Terraineffekte wie tiefer Schnee verlangsamen nicht mehr.,Movilidad acuática/polar,"Te permite moverte libremente por el agua e impide que el terreno por el que andes te ralentice, aunque sea nieve.",Mobilidade Aquática/Polar,"Permite movimentação mais livre na água. Também evita lentidão causada por efeitos de terreno, como neve profunda.",Mobilność Wodno-Polarna,"Daje swobodę ruchów w wodzie. Zapobiega też spowalnianiu ruchów przez wpływ terenu, takiego jak głęboki śnieg.",Подвижность в воде и снегу,"Позволяет свободнее перемещаться в воде. Кроме того, особенности ландшафта, такие как глубокий снег, вас не замедляют.",물가/쌓인 눈 적응,물가에 적응해서 행동할 수 있게 된다. 눈이 쌓여 있는 장소 등 지형 효과로 이동 속도가 느려지는 장소에도 적응한다.,適應水場‧深雪,適應水中環境並可在水中行動。 此外，也能適應深雪處等因地形 導致移動速度遲緩的區域。,حركة مائية/قطبية,تسمح لك بالتحرك بحرية أكثر في الماء. تمنع أيضًا الإبطاء الناتج عن تأثيرات التضاريس كالثلج الكثيف.
Cliffhanger,"Decreases stamina depletion when evading while clinging to walls or ivy, or when moving while grappling onto an enemy.",クライマー,壁やツタにつかまり中の回避行動や クラッチ中の移動行動で 消費するスタミナ量が減る。,Monte-en-l'air,"Réduit la perte d'endurance pour les esquives quand vous vous accrochez à un mur, à du lierre ou à un ennemi.",Scalatore,"Riduce il consumo di resistenza quando schivi da appeso a pareti o edera, o ti muovi da aggrappato a un nemico.",Kletterer,"Verringert den Ausdauerverlust, wenn du an Wänden oder Efeu ausweichst oder dich an einem Gegner hängend bewegst.",Experto en trepar,"Reduce el gasto de resistencia al esquivar, mientras te agarras a una pared o hiedra, o cuando te aferras al enemigo.",Suspensão,Diminui o consumo de vigor ao esquivar enquanto escala paredes ou heras ou ao mover-se agarrado a um inimigo.,Wisielec,Zmniejsza spadek wytrzymałości przy unikach na ścianach i bluszczu lub przy ruchach podczas chwytania się wroga.,Скалолаз,"Если вы уклоняетесь на стене, плюще или чудовище, расход выносливости снижается.",클라이머,벽이나 넝쿨에 매달린 상태의 회피 이동이나 클러치 중 이동으로 소비되는 스태미나양이 감소한다.,攀岩者,攀附在壁面或藤蔓進行迴避時， 或是飛翔爪中進行移動時， 消耗的耐力會減少。,خطاف,يقلل من استنزاف قوة التحمل عند التفادي أثناء التشبث بالجدران أو اللبلاب أو عند التحرك أثناء استخدام الخطاف على عدو.
Blindsider,Improves the effectiveness of flash attacks and items.,閃光強化,発生させた閃光が効きやすくなる。,Aveuglement,Améliore l'efficacité des attaques et objets flash.,Attacco a sorpresa,Incrementa l'efficacia di attacchi e oggetti accecanti.,Überraschungsangriff,Erhöht die Effektivität von Blitzangriffen und -objekten.,Mejora al deslumbrar,Mejora la efectividad de los ataques y objetos que provoquen fogonazos.,Ponto cego,Melhora a eficácia de ataques e itens lampejantes.,Oślepiacz,Zwiększa skuteczność ataków i przedmiotów błyskowych.,Ослепляющий,Увеличивает эффективность ослепляющих атак и предметов.,섬광 강화,발생시킨 섬광이 효과를 발휘할 확률이 높아진다.,閃光強化,發動的閃光更容易生效。,المباغت,تُحسن من كفاءة هجمات وعناصر الوميض المفاجئة.
Scholar,Speeds up progress on research levels and special investigations. (Effect is applied at the quest results screen.),研究者,大型モンスターの調査・研究が 進みやすくなる。 （リザルトで効果が得られます）,Puits de science,Accélère la progression des recherches en Dracologie et Cryptozoologie. L'effet s'applique à l'écran des résultats.,Erudito,Velocizza l'aumento dei progressi dei livelli di ricerca e delle ricerche speciali nella schermata dei risultati.,Gelehrter,Beschleunigt den Fortschritt von Forschungsstufen und besonderen Untersuchungen; siehe Quest-Ergebnisbildschirm.,Experto en investigación,Acelera el progreso de los niveles de investigación/investigaciones especiales. (Se aplica en los resultados de misión).,Cientista,Acelera o progresso em níveis de pesquisa e investigações especiais. (Efeito aplicado na tela de resultados.),Uczony,Przyśpiesza wzrost poziomu badawczego i postęp śledztw specjalnych. (Efekt jest aktywny na ekranie wyników zadania.),Ученый,Ускоряет рост ур. исследования и особые расслед-я. Эффект применяется на экране результатов задания.,연구자,대형 몬스터의 조사 및 연구가 진행하기 쉬워진다. (결과 화면에서 효과를 얻을 수 있음),研究者,更容易調查及 研究大型魔物。 （會在結算時出現效果）,العالم,يسرّع من التقدم في مستويات البحث والاستقصاءات الخاصة. (يطبق التأثير في شاشة نتائج المهمة.)
Entomologist,"Decreases the chances of destroying the bodies of small insect monsters, allowing them to be carved.",昆虫標本の達人,昆虫型の小型モンスターを攻撃で 討伐しても、はぎ取れる状態で 残りやすくなる。,Entomologiste,"Affecte les chances de disparition du corps des petits insectes, ce qui permet de les dépecer. (Vespoid/Hornetaur)",Entomologo,"Riduce la probabilità di distruggere i corpi di piccoli mostri insetto, consentendo di ricavarne oggetti.",Entomologe,Die Körper kleiner Insektenmonster werden seltener zerstört und können so öfter für Materialien zerlegt werden.,Experto en insectos,"Reduce la posibilidad de destruir el cuerpo de insectos pequeños, lo que te permite conseguir recursos de ellos.",Entomologista,Diminui as chances de destruir os corpos de pequenos monstros inseto permitindo assim o talho.,Entomolog,"Zmniejsza prawdopodobieństwo zniszczenia ciał małych owadów, pozwalając na wycinanie z nich materiałów.",Энтомолог,"Снижает вероятность сломать тело маленького чудовища-насекомого, что позволяет разделать его.",곤충 표본의 달인,곤충형의 소형 몬스터를 공격해서 토벌해도 갈무리할 수 있는 상태로 남을 확률이 높아진다.,昆蟲標本達人,以攻擊討伐 昆蟲型的小型魔物時， 更容易在剝取狀態下殘留。,عالم حشرات,تقلل من فرص تدمير أجسام وحوش حشرات صغيرة كي يُسمح بتقطيعها.
Effluvia Resistance,Gain a resistance to effluvial buildup.,瘴気耐性,瘴気侵蝕状態に対する耐性を得る。,Purification,Augmente la résistance contre l'affliction mort-vivant.,Resistenza effluvio,Riduce l'accumulo dell'effluvio.,Miasma-Widerstand,Baut einen Widerstand gegen Miasma-Ansammlung auf.,Experto en efluvio,Ganas resistencia a la acumulación del efluvio.,Resistência a Eflúvios,Mais resistência ao acúmulo de eflúvios.,Odporność na Wydzieliny,Daje odporność na akumulację wydzielin.,Сопротивление миазмам,Дает сопротивление накоплению миазмов.,독기 내성,독기 침식 상태에 대한 내성을 얻는다.,瘴氣耐性,擁有對瘴氣侵蝕狀態的耐性。,مقاومة الروائح,تكتسب مقاومة لاشتداد الروائح.
Scenthound,Increases your scoutflies' gauge fill rate when you find tracks and other traces left by monsters.,追跡の達人,導蟲が大型モンスターへの誘導を 開始するまでに必要な痕跡の数が 減る。,Instinct animal,Accélère le remplissage de la jauge des navicioles lorsque vous trouvez des écofacts.,Segugio,Accelera la carica della barra degli insetti guida quando trovi tracce e altri residui.,Spürhund,"Erhöht das Fülltempo des Spähkäferbalkens, wenn du Spuren und andere Überreste von Monstern findest.",Experto en rastreo,Acelera la recarga de la barra de Lafarillos al encontrar rastros y otros residuos.,Sabujo,Aumenta a taxa de preenchimento de seus guialumes ao encontrar pistas e outros rastros deixados por monstros.,Tropiciel,"Zwiększa szybkość wypełniania świetlików zwiadowczych, kiedy łapiesz trop i znajdujesz inne ślady potworów.",Гончая,"Увеличивает скорость заполнения шкалы светлячков, когда вы находите различные следы чудовищ.",추적의 달인,안내벌레가 대형 몬스터에게 유도를 시작하기까지 필요한 흔적의 수가 줄어든다.,追蹤達人,減少要將導蟲 誘導至大型魔物前， 所需的痕跡數量。,سينتهاوند,تزيد من معدل امتلاء مقياس ذباب الاستطلاع حين تعثر على علامات الوحوش.
Forager's Luck,Increases the chance of finding rare gathering points.,探索者の幸運,活性化している採取ポイントの 発生確率が上がる。,Chance du foreur,Augmente les chances de trouver un site de collecte rare.,Fortuna del foraggiere,Aumenta la possibilità di trovare punti di raccolta rari.,Wildbeuterglück,"Erhöht die Wahrscheinlichkeit, seltene Sammelpunkte zu finden.",Suerte del mendigo,Aumenta la probabilidad de encontrar puntos de recolección de recursos raros.,Sorte do Forrageador,Aumenta a chance de encontrar pontos de coleta raros.,Fart Zbieracza,Zwiększa prawdopodobieństwo odnalezienia rzadkich punktów pozyskiwania zasobów.,Удача снабженца,Повышает шанс обнаружения редких точек сбора.,탐색자의 행운,활성화되어 있는 채취 포인트의 발생 확률이 오른다.,探索者之幸運,提高活性化的採集點的 發生率。,حظ الباحث عن الطعام,تزيد من احتمالية العثور على نقاط التجمع النادرة.
Detector,Shows rare gathering points on the Wildlife Map.,感知,活性化している採取ポイントが、 生態ＭＡＰで解るようになる。,Détecteur,Affiche les sites de collecte rares sur la carte.,Rilevatore,Mostra i punti di raccolta rari sulla mappa.,Detektor,Zeigt seltene Sammelpunkte auf der Gebietskarte.,Cartografía,Indica en el mapa los puntos de recolección de recursos raros.,Detector,Marca pontos de coleta raros no mapa da vida local.,Wykrywacz,Zaznacza rzadkie punkty pozyskiwania zasobów na mapie fauny.,Радар,Показывает редкие точки сбора на карте местности.,감지,활성화되어 있는 채취 포인트를 생태 MAP에서 알 수 있게 된다.,察覺,可透過生態MAP 了解活性化的採集點。,الكاشف,تعرض نقاط جمع نادرة على خريطة الحياة البرية.
Tool Specialist,Reduces the recharge time for specialized tools.,整備,特殊装具が再び使用可能になる までの時間を短縮する。,Expert en survie,Réduit le délai de réutilisation des outils de survie.,Manutenzione,Riduce l'attesa prima che uno strumento dedicato possa essere riutilizzato.,Werkzeugspezialist,"Reduziert die Wartezeit, bis Spezialwerkzeuge erneut benutzt werden können.",Experto en herramientas,Reduce el tiempo de recarga de las herramientas especializadas.,Perícia em Ferramentas,Reduz o tempo de recarga de Ferramentas Especiais.,Spec od Narzędzi,Skraca czas ładowania narzędzi specjalistycznych.,Механик,Ускоряет перезарядку специальных инструментов.,정비,특수 장비를 다시 사용할 수 있게 되기까지의 시간이 단축된다.,整備,縮短特殊裝備 可再次使用的間隔時間。,مختص الأدوات,تقلل فترة الشحن للأدوات المخصصة.
Affinity Sliding,Sliding increases your affinity for a short time.,滑走強化,スライディングを行うことで、 一定時間会心率が上がる。,Roi de la glisse,Augmente temporairement l'affinité après une glissade.,Affinità scivolata,Le scivolate aumentano la tua affinità per un breve periodo di tempo.,Affinitätsschlittern,Schlittern steigert deine Affinität kurzzeitig.,Afinidad deslizante,Deslizarte aumenta la afinidad un tiempo.,Deslizada de Afinidade,Deslizar aumenta a afinidade por um curto período.,Wślizg Zgodności,Wślizgi na krótko zwiększają twoją zgodność.,Мастерский подкат,Скольжение на краткий срок повышает мастерство.,활주 강화,슬라이딩을 실시하면 일정 시간 회심률이 오른다.,滑走強化,進行滑行後， 一定時間內會心率會上升。,انزلاق النسبة,يزيد الانزلاق من النسبة الخاصة بك لوقت قصير.
Intimidator,Reduces the chances small monsters will attack after spotting you. (No effect on certain monsters.),威嚇,小型モンスターに発見されても戦闘に なりにくくなる。（甲虫種など、一部の モンスターには効果がありません）,Intimidation,Réduit les chances d'être attaqué par de petits monstres s'ils vous repèrent. Sans effet sur certains monstres.,Intimidatore,Riduce la probabilità che i mostri piccoli ti attacchino dopo averti individuato.,Einschüchtern,"Verringert die Wahrscheinlichkeit, dass dich kleine Monster angreifen, wenn sie dich sehen. (Kein Effekt auf bestimmte Monster.)",Intimidador,Reduce las probabilidades de que los monstruos pequeños ataquen al verte. (No tiene efecto sobre ciertos monstruos).,Intimidação,Reduz as chances de monstros pequenos atacarem após te avistarem. (Não funciona com certos monstos.),Zastraszacz,"Zmniejsza szanse na to, że małe potwory rzucą się na ciebie, kiedy cię zauważą. (Nie działa na niektóre potwory.)",Устрашение,"Снижает шанс того, что маленькие чудовища нападут, обнаружив вас. (Не действует на определенных чудовищ.)",위협,소형 몬스터에게 들켜도 전투 상태가 될 확률이 낮아진다.(갑충종 등 일부 몬스터에는 효과가 없음),威嚇,即使被小型魔物發現 也不容易進入戰鬥狀態。（對甲蟲種等 部分魔物無效）,المخيف,تقلل من فرص هجومالوحوش الصغيرة بعد رصدهم لك. (لا تؤثر على بعض الوحوش.)
Hasten Recovery,Regenerates your health as you continually attack a monster. Recovery varies by weapon.,加速再生,継続してモンスターに攻撃を当てると、 体力が回復する。 武器種により回復量が変動する。,Récupération rapide,Régénère votre vie tant que vous attaquez. La restauration de vie varie selon l'arme.,Furia guaritrice,Rigenera la salute fin quando attacchi un mostro senza sosta. L'effetto varia a seconda dell'arma.,Schnelle Erholung,"Regeneriert Gesundheit, solange du kontinuierlich ein Monster angreifst. Erholung hängt von der Waffe ab.",Regeneración,Regenera la salud mientras ataques continuamente a un monstruo. La salud ganada depende del arma.,Regeneração Veloz,Recupera sua vida enquanto você ataca continuamente um monstro. A regeneração varia com a arma.,Szybsza Regeneracja,"Regeneruje zdrowie, kiedy bez przerwy atakujesz potwora. Poz. regeneracji zależy od broni.",Быстрое восстановление,"Восстанавливает здоровье, если вы постоянно атакуете чудовище. Эффект зависит от оружия.",가속 재생,지속적으로 몬스터에게 공격을 성공시키면 체력이 회복된다. 무기 종류에 따라 회복량이 달라진다.,加速再生,若持續攻擊命中魔物， 便能回復體力。回復量會 依武器種類不同而有所變動。,التعافي السريع,تجدِّد الصحة عند مهاجمة وحش باستمرار. ويختلف التعافي وفقًا للسلاح.
Super Recovery,Allows recovery to exceed the red portion of the health gauge.,超回復力,体力の自動回復が、ゲージの最大値まで 継続する。,Super récupération,Permet à la récupération de dépasser la zone rouge de la jauge de vie.,Super guarigione,Consente di recuperare salute oltre la porzione rossa della barra.,Super-Erholung,"Ermöglicht es, durch Regenerierung mehr als den roten Abschnitt des Gesundheitsbalkens wiederherzustellen.",Superrecuperación,Permite que puedas recuperar salud más allá de la parte roja de la barra.,Super-regeneração,Permite que a regeneração ultrapasse a parte vermelha da barra de vida.,Superregeneracja,Pozwala na regenerację zdrowia poza czerwoną częścią paska.,Супервосстановление,Позволяет восстановлению превышать красную зону шкалы здоровья.,슈퍼회복력,체력의 자동 회복이 게이지의 최대치까지 지속된다.,超回復力,體力在達到計量表的最大值前 會持續自動回復。,التعافي الفائق,تتيح لك التعافي لتجاوز الجزء الأحمر من مقياس الصحة.
Poison Duration Up,Extends the duration of your poison's effect on monsters.,毒ダメージ強化,モンスターに与える毒の効果時間を 高める。,Poison +,Prolonge la durée de l'effet de votre poison sur les monstres.,Aumenta veleno,Aumenta la durata del veleno.,Giftdauer hoch,Verlängert die Dauer des Effekts deines Gifts auf Monster.,Veneno extendido,Prolonga la duración de los efectos del veneno en monstruos.,Mais Duração de Veneno,Prolonga a duração do efeito de seu veneno nos monstros.,Długotrwała Trucizna,"Sprawia, że twoja trucizna działa na potwory dłużej.",Продление отравления,Увеличивает длительность действия отравления на чудовищ.,독 데미지 강화,몬스터에 부여하는 독의 효과 시간을 늘린다.,毒傷害強化,提高對魔物施毒的 效果時間。,زيادة مدة السم,تطيل فترة تأثير السم على الوحوش.
Adrenaline,Temporarily reduces stamina depletion when health is at 40% or lower.,奮起,体力が４０％以下になった時、 一定時間スタミナの消費量が減少する。,Adrénaline,Réduit temporairement la perte d'endurance lorsque la vie est inférieure ou égale à 40 %.,Adrenalina,Riduce brevemente il consumo di resistenza quando la salute è pari o inferiore al 40%.,Adrenalin,"Reduziert die Ausdauerabnahme vorübergehend, wenn die Gesundheit bei 40% oder weniger liegt.",Adrenalina,Reduce temporalmente el gasto de resistencia cuando la salud esté al 40% o menos.,Adrenalina,Reduz temporariamente o consumo de vigor quando o nível de vida está em 40% ou menos.,Adrenalina,"Tymczasowo zmniejsza spadek wytrzymałości, gdy posiadasz 40% punktów zdrowia lub mniej.",Адреналин,"Временно снижает расход выносливости, когда здоровье падает ниже 40%.",분발,체력이 40％ 이하가 되면 일정 시간 스태미나 소비량이 감소한다.,振奮,體力降低至４０％以下時， 一定時間內耐力的消耗量會減少。,أدرينالين,تقلل استهلاك قوة التحمل مؤقتًا حين تكون الصحة 40% أو أقل.
Stamina Cap Up,Increases stamina cap.,スタミナ上限突破,スタミナの上限値が増加する。,Endurance +,Augmente la limite d'endurance.,Aumenta resistenza,Incrementa la resistenza massima.,Ausdauerlimit hoch,Erhöht die maximale Ausdauer.,Mejora límite resist.,Aumenta el máximo de resistencia.,Mais Limite de Vigor,Aumenta o limite do vigor.,Wyższa Wytrzymałość,Zwiększa maksymalną wytrzymałość.,Ув. макс. выносливости,Увеличивает макс. выносливость.,스태미나 한계 돌파,스태미나의 한계치가 증가한다.,突破耐力上限,增加耐力的上限值。,حد قوة التحمل,تزيد من حد قوة التحمل.
Critical Element,"Increases elemental damage (fire, water, thunder, ice, dragon) when landing critical hits.",会心撃【属性】,攻撃で会心が発生した際に、 与える属性ダメージ（火、水、 雷、氷、龍）が高くなる。,Rage élémentaire,"Augmente les dégâts élémentaires (feu, eau, foudre, glace, dragon) infligés par des attaques critiques.",Critico elementale,"Incrementa la potenza dei danni elementali (fuoco, acqua, tuono, ghiaccio, drago) causati con colpi critici.",Kritisches Element,"Erhöht den Elementschaden (Feuer, Wasser, Donner, Eis, Drache) durch kritische Treffer.",Elemento crítico,"Aumenta el daño elemental (fuego, agua, rayo, hielo, draco) cuando es resultado de un crítico.",Elemento Crítico,"Aumenta o dano dos elementos (fogo, água, raio, gelo, dragão) em acertos críticos.",Żywioł Krytyczny,"Zwiększa obrażenia od żywiołów (ogień, woda, pioruny, lód, smok) przy traf. krytycznych.",Крит. удар стихией,"Увеличивает стихийный урон (огонь, вода, гроза, лед, дракон) при крит. попадании.",회심격【속성】,"공격으로 회심이 발생했을 때 주는 속성 데미지(불, 물, 번개, 얼음, 용)가 높아진다.",會心攻擊【屬性】,因攻擊而出現會心時， 所造成的屬性傷害 （火、水、雷、冰、龍）會提高。,العناصر الحرجة,تزيد من الأضرار العنصرية (النار، الماء، الرعد، الثلج، التنين) عند تنفيذ ضربات خطيرة.
Mind's Eye/Ballistics,Prevents attacks from being deflected. Also shortens the distance before ammo and arrows reach maximum power.,心眼／弾導強化,攻撃が弾かれなくなる。 ／弾・矢の最大威力状態になる までの距離が短くなる。,Œil de l'esprit,Empêche les attaques d'être déviées. Réduit aussi la distance de puissance maximum (munitions et flèches).,Preveggenza/Balistica,Previene la deviazione. Riduce la distanza a cui proiettili e frecce raggiungono la potenza massima.,Inneres Auge/Ballistik,"Verhindert das Abprallen von Angriffen. Verkürzt die Distanz, bevor Munition und Pfeile maximale Kraft erreichen.",Ojo mental/balística,Evita que tus ataques reboten. La munición y flechas alcanzan máxima potencia en una distancia más corta.,Olhos da Mente/Balística,Evita a deflexão de ataques. Reduz a distância até o ponto de força máxima de munições e flechas.,Oko Umysłu/Balistyka,"Zapobiega odbijaniu ataków. Sprawia, że amunicja i strzały szybciej osiągają maksymalną moc.",Мысл. взгляд/Баллистика,Предотвращает отражение атак. Сокращает дистанцию макс. мощности выстрела/стрелы.,심안/탄도 강화,공격이 튕겨 나가지 않는다. /탄과 화살이 최대 위력이 되기까지의 거리가 짧아진다.,心眼／彈道強化,攻擊不會被彈開。 ／縮短彈藥、箭矢達到 最大威力時的距離。,عين العقل/حركة القذائف,تمنع الهجمات من الانحراف. وتقلل المسافة قبل وصول الذخيرة والسهام للقوة القصوى.
Bludgeoner,Raises attack as your weapon loses sharpness. Also boosts ranged weapon melee attacks and odds of stunning.,鈍器使い,斬れ味が悪いほど攻撃力が上がる。 ／遠距離武器の近接攻撃の威力、 気絶させやすさが飛躍的に上昇する,Matraquage,"Augmente l'attaque d'une arme qui s'émousse, l'attaque de mêlée d'une arme à distance et ses chances d'étourdir.",Devastatore,Incrementa l'attacco se l'arma perde acutezza. Potenzia gli attacchi in mischia di armi a distanza e aumenta le probabilità di stordire.,Prügler,"Erhöht Angriff bei Schärfeverlust. Verstärkt Nahkampfangriffe von Distanzwaffen und die Chance, Ziele zu betäuben.",Impacto mejorado,"Mejora el ataque a medida que pierdes afilado, el ataque físico de armas de proyectil y la posibilidad de aturdir.",Espancador,Aumenta o ataque quando a arma perde afiação. Reforça ataque corpo a corpo de armas à distância e chance de atordoar.,Pałkarz,"Zwiększa atak, gdy ostrość broni spada. Wzmacnia ataki wręcz bronią dystansową i ogłuszającą.",Дуболом,Усиливает атаку при затуплении. Усиливает рукопашную атаку оружия дальнего боя и шанс оглушения.,둔기 사용,예리도가 나쁠수록 공격력 상승. /원거리 무기의 근접공격 위력과 기절시킬 확률이 매우 크게 상승,鈍器能手,銳利度愈差攻擊力愈高。遠距離 武器的近身攻擊威力與使敵人昏厥 的容易度有大幅提升。,مستخدم النبوت,تزيد من الهجمات حين يفقد سلاحك حدته. أيضًا تعزز من هجمات اشتباك السلاح بعيد المدى والصعق.
Non-elemental Boost,Powers up non-elemental weapons you have equipped.,無属性強化,装備中の無属性武器を強化する。,Secret de l'acier,Renforce les armes non élémentaires dont vous êtes équipé.,Bonus non elementale,Potenzia le armi non elementali equipaggiate.,Nicht-Element-Boost,Verstärkt ausgerüstete nichtelementbasierte Waffen.,Bonus no elemental,Potencia las armas no elementales que tengas equipadas.,Reforço Não Elemental,Fortalece armas não elementais equipadas.,Nieżywiołowe Wzmocnienie,"Wzmacnia nieżywiołową broń, która została wyposażona.",Неэлементальное усиление,Усиливает используемое неэлементальное оружие.,무속성 강화,장비 중인 무속성 무기를 강화한다.,無屬性強化,強化裝備中的無屬性武器。,تعزيز الأسلحة غير العنصرية,تقوم بتفعيل الأسلحة غير العنصرية التي تزوّدت بها.
