name_en,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Clearmind Charm,心頭滅却の護石,Bracelet de pureté,Amuleto mente lucida,Klarer-Kopf-Talisman,Cigua menteclara,Amuleto da Mente Clara,Amulet czystego umysłu,Оберег приспосабливаемости,심두멸각의 호석,心靜自然涼護石,سحر التصفية
Rider's Charm,騎手の護石,Bracelet d'agilité,Amuleto cavaliere,Reiter-Talisman,Cigua del jinete,Amuleto do Montador,Amulet jeźdźca,Оберег наездника,기수의 호석,騎手護石,سحر الراكب
Surveyor's Charm,調査達人の護石,Bracelet du savant,Amuleto indagatore,Vermesser-Talisman,Cigua del agrimensor,Amuleto do Pesquisador,Amulet geodety,Оберег геодезиста,조사달인의 호석,調查達人護石,سحر الفاحص
Critical Charm I,超心の護石,Talisman de furie,Amuleto critico,Kritischer Talisman,Cigua crítica I,Amuleto Crítico I,Amulet krytyczny I,Оберег критического урона 1,초회심의 호석,超心護石,سحر الحسم I
Invigorate Charm I,昂揚の護石Ⅰ,Talisman de pouvoir,Amuleto vigore,Kräftigung-Talisman,Cigua de vigor I,Amuleto Revigorante I,Amulet orzeźwienia I,Оберег заряда 1,앙양의 호석Ⅰ,昂揚護石Ⅰ,سحر التنشيط I
Invigorate Charm II,昂揚の護石Ⅱ,Talisman de pouvoir,Amuleto vigore,Kräftigung-Talisman,Cigua de vigor II,Amuleto Revigorante II,Amulet orzeźwienia II,Оберег заряда 2,앙양의 호석Ⅱ,昂揚護石Ⅱ,سحر التنشيط II
Penetration Charm,貫通弾の護石,Talisman de douleur,Amuleto perforazione,Durchdring-Talisman,Cigua D perforante,Amuleto de Penetração,Amulet penetracji,Оберег пробивания,관통탄의 호석,貫通彈護石,سحر الاختراق
Dispersal Charm,散弾の護石,Talisman du massacre,Amuleto ventaglio,Zerstreu-Talisman,Cigua D abanico/pot.,Amuleto de Dispersão,Amulet rozproszenia,Оберег рассеивания,산탄의 호석,散彈護石,سحر التشتيت
Poison Coating Charm,毒瓶の護石,Talisman du cancer,Amuleto applica veleno,Giftschicht-Talisman,Cigua vial de veneno,Amuleto Rev. Venenoso,Amulet trującej powłoki,Оберег ядовит. покрытия,독병의 호석,毒瓶護石,سحر غطاء السم
Para Coating Charm,麻痺瓶の護石,Talisman du scorpion,Amuleto applica paralisi,Lähmschicht-Talisman,Cigua vial paralizante,Amuleto Rev. Paralisante,Am. powłoki paraliżu,Оберег парализ. покрытия,마비병의 호석,麻痺瓶護石,سحر غطاء الشلل
Sleep Coating Charm,睡眠瓶の護石,Talisman du verseau,Amuleto applica sonno,SchlafschichtTalisman,Cigua vial de sueño,Amuleto Rev. Sonífero,Am. powłoki usypiającej,Оберег усыпл. покрытия,수면병의 호석,睡眠瓶護石,سحر غطاء النوم
Blast Coating Charm,爆破瓶の護石,Talisman du taureau,Amuleto applica scoppio,ExplosionschchtTalmn,Cigua vial de nitro,Amuleto Rev. Explosivo,Am. powłoki wybuchowej,Оберег взрывн. покрытия,폭파병의 호석,爆破瓶護石,سحر غطاء الانفجار
Geomancy Charm,風水の護石,Bracelet du géomancien,Amuleto geomanzia,Geomantik-Talisman,Cigua geomancia,Amuleto de Geomancia,Amulet geomancji,Оберег геоманта,풍수의 호석,風水護石,سحر الجيومانسي
Gale Charm,疾風の護石,Bracelet du typhon,Amuleto scivolata,Sturmwind-Talisman,Cigua de acróbata,Amuleto de Ventania,Amulet wichru,Оберег акробата,질풍의 호석,疾風護石,سحر الإعصار
Wyrmslayer Charm,滅龍の護石,Bracelet du dragon,Amuleto anziano,LindwurmtöterTalismn,Cigua matadragones,Amuleto Matador de Serpe,Amulet smokobójcy,Оберег змееубийцы,파룡의 호석,滅龍護石,سحر ذابح التنين
Bulwark Charm,堅守の護石,Bracelet de protection,Amuleto guardia,Bollwerk-Talisman,Cigua baluarte,Amuleto de Baluarte,Amulet bastionu,Оберег укрепления,견수의 호석,堅守護石,سحر المنيع
Fair Wind Charm,追い風の護石,Bracelet de la Cinquième,Amuleto vento propizio,Talisman der Fünften,Cigua de la 5.ª,Amuleto Vento Justo,Am. pomyślnego wiatru,"Оберег ""Попутный ветер""",순풍의 호석,順風護石,سحر الرياح العليلة
