name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Rathian Ruby,A rare gem said to have formed within Rathian tissue. Used to dramatically improve gear.,雌火竜の紅玉,リオレイアの上位素材。 体内で生成されると言われる希少な 玉石。武具性能を飛躍的に高める。,Rubis Rathian,Une pierre précieuse formée à l'intérieur d'une Rathian. Améliore grandement les équipements.,Rathian: rubino,"Una rara gemma, che si forma nei tessuti di una Rathian. Usata per migliorare l'equipaggiamento.",Rathian-Rubin,"Ein seltener Edelstein aus dem Gewebe einer Rathian. Wird benutzt, um Ausrüstung dramatisch zu verbessern.",Rubí de Rathian,Extraña joya formada entre los tejidos de una Rathian. Se usa para mejoras de equipo extraordinarias.,Rubi de Rathian,Gema rara supostamente formada dentro do tecido de Rathian. Aprimora drasticamente equipamentos.,Rubin Rathiany,"Rzadki klejnot, który powstaje w tkankach Rathiany. Znakomicie ulepsza wyposażenie.",Рубин ратианы,Редкий самоцвет. Образуется в тканях ратианы. Значительно улучшает снаряжение.,자화룡의 홍옥,리오레이아의 상위 소재. 몸속에서 생성된다는 희귀한 옥석. 장비 성능을 비약적으로 높인다.,雌火龍的紅玉,雌火龍的進階素材。 據說是在體內生成的稀有玉石。 可飛躍性地提高武器性能。,ياقوت راثيان,جوهرة نادرة يقال إنها تكوّنت داخل أنسجة راثيان. تُستخدم في تحسين العتاد بطريقة مبهرة.
Pink Rathian Scale+,Rare Pink Rathian material. Mostly obtained by carving. Broadly used for many purposes.,桜火竜の上鱗,リオレイア亜種の上位素材。 主に剥ぎ取りで入手できる。汎用性 が高く、幅広い用途に使われる。,Écaille Rathian sakura +,Matériau Rathian sakura rare. Sert à de nombreux usages. (Dépeçage),Rathian rosa: scaglia+,Materiale raro di Rathian rosa. Spesso ottenuto tramite il ricavo. Dall'ampio utilizzo.,Rosa-Rathian-Schuppe+,"Seltenes Rosa-Rathian-Material, meist durch Zerlegen erhalten; für eine Vielzahl von Dingen verwendet.",Escama de Rathian Rosa+,"Raro material de Rathian Rosa, a menudo obtenido cortándola tras abatirla. Tiene muchas utilidades.",Escama de Rathian Rosa+,Material raro de Rathian Rosa. Obtida principalmente ao talhar. Usada amplamente para muitos fins.,Łuska Różowej Rathiany+,Rzadki materiał z Różowej Rathiany. Zdobywany głównie przez wycięcie. Ma bardzo wiele zastosowań.,Чешуя розовой ратианы+,Редкое животное сырье. Источник: разделка туш. Используется для разных целей.,앵화룡의 비늘+,리오레이아 아종의 상위 소재. 주로 갈무리로 입수할 수 있다. 범용성이 높아서 폭넓은 용도로 사용된다.,櫻火龍的上鱗,櫻火龍的進階素材。 主要經由剝取獲得。 泛用性高、用途廣泛。,قشرة راثيان الوردية+,من مواد راثيان الوردية النادرة. يتم الحصول عليها غالبًا بالتقطيع. تُستخدم بصورة واسعة في أغراض متعددة.
Pink Rathian Carapace,"Rare Pink Rathian material. Mostly obtained as a reward. Solid, used to craft gear.",桜火竜の堅殻,リオレイア亜種の上位素材。 主に報酬で入手できる。 硬い材質で、防具によく使われる。,Cuirasse Rathian sakura,"Matériau Rathian sakura rare. Solide, utilisé pour les armures. (Récompense de quête)",Rathian rosa: carapace,"Materiale raro di Rathian rosa. Spesso ottenuto tramite le ricompense. Solido, usato nelle armature.",Rosa-Rathian-Rückenpanzer,"Seltenes Rosa-Rathian-Material, meist als Belohnung erhalten. Stabil, für die Herstellung von Ausrüstung.",Coraza de Rathian Rosa,"Raro material de Rathian Rosa, obtenido a menudo como recompensa. Sólido y útil para crear equipo.",Carapaça de Rathian Rosa,"Material raro de Rathian Rosa. Obtida principalmente como prêmio. Sólida, usada em equipamentos.",Karapaks Różowej Rathiany,"Rzadki materiał z Różowej Rathiany. Zdobywany głównie w nagrodę. Trwały, służy do wyrobu wyposażenia.",Панцирь розовой ратианы,Редкое животное сырье. Источник: награждение. Прочный материал для снаряжения.,앵화룡의 견갑각,리오레이아 아종의 상위 소재. 주로 보수로 입수할 수 있다. 재질이 단단하고 방어구에 주로 사용된다.,櫻火龍的堅殼,櫻火龍的進階素材。 主要經由報酬獲得。 材質堅硬，常用於防具上。,درقة راثيان الوردية,من مواد راثيان الوردي النادرة. يتم الحصول عليها غالبًا كمكافأة. صلبة، وتُستخدم في صناعة العتاد.
Tzitzi-Ya-Ku Scale,Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.,眩鳥の鱗,ツィツィヤックの素材。 主に剥ぎ取りで入手できる。汎用性 が高く、幅広い用途に使われる。,Écaille Tzitzi-Ya-Ku,Matériau Tzitzi-Ya-Ku. Sert à de nombreux usages. (Dépeçage),Tzitzi-Ya-Ku: scaglia,Materiale di Tzitzi-Ya-Ku. Spesso ottenuto tramite il ricavo. Dall'ampio utilizzo.,Tzitzi-Ya-Ku-Schuppe,"Tzitzi-Ya-Ku-Material, meist durch Zerlegen erhalten; für eine Vielzahl von Dingen verwendet.",Escama de Tzitzi-Ya-Ku,"Material de Tzitzi-Ya-Ku, obtenido sobre todo cortándolo tras abatirlo. Tiene usos muy diversos.",Escama de Tzitzi-Ya-Ku,Material de Tzitzi-Ya-Ku. Obtida principalmente ao talhar. Usada amplamente para muitos fins.,Łuska Tzitzi-Ya-Ku,Materiał z Tzitzi-Ya-Ku. Zdobywany głównie przez wycięcie. Ma bardzo wiele zastosowań.,Чешуя цици-йа-ку,Животное сырье. Источник: разделка туш. Используется для разных целей.,현조의 비늘,치치야크의 소재. 주로 갈무리로 입수할 수 있다. 범용성이 높아서 폭넓은 용도로 사용된다.,眩鳥的鱗,眩鳥的素材。 主要經由剝取獲得。 泛用性高、用途廣泛。,قشرة تسيتسي,من مواد تسيتسي-يا-كو. يتم الحصول عليها غالبًا بالتقطيع. تُستخدم بصورة واسعة في أغراض متعددة.
Tzitzi-Ya-Ku Hide,"Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear.",眩鳥の皮,ツィツィヤックの素材。 主に報酬で入手できる。 柔軟な材質で防具によく使われる。,Peau Tzitzi-Ya-Ku,Matériau Tzitzi-Ya-Ku. Souple et résistant. (Récompense de quête),Tzitzi-Ya-Ku: pelle,"Materiale di Tzitzi-Ya-Ku. Spesso ottenuto tramite le ricompense. Flessibile, usato nelle armature.",Tzitzi-Ya-Ku-Lederhaut,"Tzitzi-Ya-Ku-Material, meist als Belohnung erhalten. Biegsam, für die Herstellung von Ausrüstung.",Piel de Tzitzi-Ya-Ku,"Material de Tzitzi-Ya-Ku, obtenido sobre todo como recompensa. Flexible, muy práctico para equipo.",Couro de Tzitzi-Ya-Ku,"Material de Tzitzi-Ya-Ku. Obtido principalmente como prêmio. Flexível, usado em equipamentos.",Skóra Tzitzi-Ya-Ku,"Materiał z Tzitzi-Ya-Ku. Zdobywany głównie w nagrodę. Miękki, służy do wyrobu wyposażenia.",Шкура цици-йа-ку,Животное сырье. Источник: награждение. Мягкий материал для снаряжения.,현조의 가죽,치치야크의 소재. 주로 보수로 입수할 수 있다. 재질이 유연하며 방어구에 주로 사용된다.,眩鳥的皮,眩鳥的素材。 主要經由報酬獲得。 材質柔軟，常用於防具上。,جلد تسيتسي,من مواد تسيتسي-يا-كو. يتم الحصول عليه غالبًا كمكافأة. مرن، ويُستخدم في صناعة العتاد.
Tzitzi-Ya-Ku Claw,"Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons.",眩鳥の爪,ツィツィヤックの素材。 主に剥ぎ取りで入手できる。 鋭い材質で、武器によく使われる。,Griffe Tzitzi-Ya-Ku,"Matériau Tzitzi-Ya-Ku. Très acéré, utilisé pour les armes. (Dépeçage)",Tzitzi-Ya-Ku: artiglio,"Materiale di Tzitzi-Ya-Ku. Spesso ottenuto tramite il ricavo. Leggero e affilato, usato in molte armi.",Tzitzi-Ya-Ku-Klaue,"Tzitzi-Ya-Ku-Material, meist durch Zerlegen erhalten. Scharf, für viele Waffen verwendet.",Garra de Tzitzi-Ya-Ku,"Material de Tzitzi-Ya-Ku, obtenido sobre todo cortándolo tras abatirlo. Afilado y útil para crear armas.",Garra de Tzitzi-Ya-Ku,"Material de Tzitzi-Ya-Ku. Obtida principalmente ao talhar. Afiada, usada em muitas armas.",Pazur Tzitzi-Ya-Ku,"Materiał z Tzitzi-Ya-Ku. Głównie uzyskiwany przez wycięcie. Ostry, często używany w broni.",Коготь цици-йа-ку,Животное сырье. Источник: разделка туш. Из-за остроты используется в оружии.,현조의 발톱,치치야크의 소재. 주로 갈무리로 입수할 수 있다. 재질이 날카롭고 무기에 잘 사용된다.,眩鳥的爪,眩鳥的素材。 主要經由剝取獲得。 材質銳利，常用於武器上。,مخلب تسيتسي,من مواد تسيتسي-يا-كو. يتم الحصول عليه غالبًا بالتقطيع. حاد، ويُستخدم في أسلحة متعددة.
Tzitzi-Ya-Ku Photophore,"Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Unusual, used for many purposes.",眩鳥の発光膜,ツィツィヤックの素材。 発光器官の破壊で入手しやすい。 特殊な材質で、幅広く使われる。,Photophore Tzitzi-Ya-Ku,Matériau Tzitzi-Ya-Ku. Sert à de nombreux usages. (Destruction des organes),Tzitzi-Ya-Ku: fotoforo,"Materiale di Tzitzi-Ya-Ku. Ottenuto rompendone gli organi pulsanti. Particolare, dai molteplici usi.",Tzitzi-Ya-Ku-Leuchtorgan,"Tzitzi-Ya-Ku-Material, durch Brechen seines Pulsierorgans erhalten. Ungewöhnlich, vielseitig verwendet.",Fotóforo de Tzitzi-Ya-Ku,"Material de Tzitzi-Ya-Ku, obtenido al romperle los órganos pulsantes. Raro, para equipo muy selecto.",Fotóforo de Tzitzi-Ya-Ku,"Material de Tzitzi-Ya-Ku obtido ao quebrar seus órgãos de pulso. Incomum, usado para muitos fins.",Fotofor Tzitzi-Ya-Ku,"Materiał z Tzitzi-Ya-Ku uzyskiwany przez połamanie narządów pulsu. Niezwykły, ma wiele zastosowań.",Фотофора цици-йа-ку,Редкое животное сырье. Источник - пульсационные органы. Используется для разных целей.,현조의 발광막,치치야크의 소재. 발광 기관의 파괴로 입수하기 쉽다. 특수한 재질로 폭넓게 사용된다.,眩鳥的發光膜,眩鳥的素材。 容易經由破壞發光器官獲得。 材質特殊，被廣泛使用。,أعضاء تسيتسي المضيئة,من مواد تسيتسي-يا-كو التي يمكن الحصول عليها بتدمير أعضاء نبضه. غريبة، وتُستخدم في أغراض متعددة.
Tzitzi-Ya-Ku Scale+,Rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.,眩鳥の上鱗,ツィツィヤックの上位素材。 主に剥ぎ取りで入手できる。汎用性 が高く、幅広い用途に使われる。,Écaille Tzitzi-Ya-Ku +,Matériau Tzitzi-Ya-Ku rare. Sert à de nombreux usages. (Dépeçage),Tzitzi-Ya-Ku: scaglia+,Materiale raro di Tzitzi-Ya-Ku. Spesso ottenuto tramite il ricavo. Dall'ampio utilizzo.,Tzitzi-Ya-Ku-Schuppe+,"Seltenes Tzitzi-Ya-Ku-Material, meist durch Zerlegen erhalten; für eine Vielzahl von Dingen verwendet.",Escama de Tzitzi-Ya-Ku+,"Raro material de Tzitzi-Ya-Ku, obtenido sobre todo cortándolo tras abatirlo. Tiene usos muy diversos.",Escama de Tzitzi-Ya-Ku+,Material raro de Tzitzi-Ya-Ku. Obtida principalmente ao talhar. Usada amplamente para muitos fins.,Łuska Tzitzi-Ya-Ku+,Rzadki materiał z Tzitzi-Ya-Ku. Zdobywany głównie przez wycięcie. Ma bardzo wiele zastosowań.,Чешуя цици-йа-ку+,Редкое животное сырье. Источник: разделка туш. Используется для разных целей.,현조의 비늘+,치치야크의 상위 소재. 주로 갈무리로 입수할 수 있다. 범용성이 높아서 폭넓은 용도로 사용된다.,眩鳥的上鱗,眩鳥的進階素材。 主要經由剝取獲得。 泛用性高、用途廣泛。,قشرة تسيتسي+,من مواد تسيتسي-يا-كو النادرة. يتم الحصول عليها غالبًا بالتقطيع. تُستخدم بصورة واسعة في أغراض متعددة.
Tzitzi-Ya-Ku Hide+,"Rare Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear.",眩鳥の上皮,ツィツィヤックの上位素材。 主に報酬で入手できる。 柔軟な材質で防具によく使われる。,Peau Tzitzi-Ya-Ku +,Matériau Tzitzi-Ya-Ku rare. Souple et résistant. (Récompense de quête),Tzitzi-Ya-Ku: pelle+,"Materiale raro di Tzitzi-Ya-Ku. Spesso ottenuto tramite le ricompense. Flessibile, usato nelle armature.",Tzitzi-Ya-Ku-Lederhaut+,"Seltenes Tzitzi-Ya-Ku-Material, meist als Belohnung erhalten. Biegsam, für die Herstellung von Ausrüstung.",Piel de Tzitzi-Ya-Ku+,"Raro material de Tzitzi-Ya-Ku, obtenido sobre todo como recompensa. Flexible, muy práctico para equipo.",Couro de Tzitzi-Ya-Ku+,"Material raro de Tzitzi-Ya-Ku. Obtido principalmente como prêmio. Flexível, usado em equipamentos.",Skóra Tzitzi-Ya-Ku+,"Rzadki materiał z Tzitzi-Ya-Ku. Zdobywany głównie w nagrodę. Miękki, służy do wyrobu wyposażenia.",Шкура цици-йа-ку+,Редкое животное сырье. Источник: награждение. Мягкий материал для снаряжения.,현조의 가죽+,치치야크의 상위 소재. 주로 보수로 입수할 수 있다. 재질이 유연하며 방어구에 주로 사용된다.,眩鳥的上皮,眩鳥的進階素材。 主要經由報酬獲得。 材質柔軟，常用於防具上。,جلد تسيتسي+,من مواد تسيتسي-يا-كو النادرة. يتم الحصول عليه غالبًا كمكافأة. مرن، ويُستخدم في صناعة العتاد.
Tzitzi-Ya-Ku Claw+,"Rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons.",眩鳥の尖爪,ツィツィヤックの上位素材。 主に剥ぎ取りで入手できる。 鋭い材質で、武器によく使われる。,Griffe Tzitzi-Ya-Ku +,"Matériau Tzitzi-Ya-Ku rare. Très acéré, utilisé pour les armes. (Dépeçage)",Tzitzi-Ya-Ku: artiglio+,"Materiale raro di Tzitzi-Ya-Ku. Spesso ottenuto tramite il ricavo. Leggero e affilato, usato in molte armi.",Tzitzi-Ya-Ku-Klaue+,"Seltenes Tzitzi-Ya-Ku-Material, meist durch Zerlegen erhalten; scharf, für viele Waffen verwendet.",Garra de Tzitzi-Ya-Ku+,"Raro material de Tzitzi-Ya-Ku, obtenido sobre todo cortándolo tras abatirlo. Afilado y útil para armas.",Garra de Tzitzi-Ya-Ku+,"Material raro de Tzitzi-Ya-Ku. Obtida principalmente ao talhar. Afiada, usada em muitas armas.",Pazur Tzitzi-Ya-Ku+,"Rzadki materiał z Tzitzi-Ya-Ku. Głównie uzyskiwany przez wycięcie. Ostry, często używany w broni.",Коготь цици-йа-ку+,Редкое животное сырье. Источник: разделка туш. Из-за остроты используется в оружии.,현조의 첨예발톱,치치야크의 상위 소재. 주로 갈무리로 입수할 수 있다. 재질이 날카롭고 무기에 잘 사용된다.,眩鳥的尖爪,眩鳥的進階素材。 主要經由剝取獲得。 材質銳利，常用於武器上。,مخلب تسيتسي+,من مواد تسيتسي-يا-كو النادرة. يتم الحصول عليه غالبًا بالتقطيع. حاد، ويُستخدم في أسلحة متعددة.
Tzitzi-Ya-Ku Photophore+,"Rare Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Unusual, used for many purposes.",眩鳥の閃光膜,ツィツィヤックの上位素材。 発光器官の破壊で入手しやすい。 特殊な材質で、幅広く使われる。,Photophore Tzitzi-Ya-Ku +,Matériau Tzitzi-Ya-Ku rare. Sert à de nombreux usages. (Destruction des organes),Tzitzi-Ya-Ku: fotoforo+,"Materiale raro di Tzitzi-Ya-Ku. Ottenuto rompendone gli organi pulsanti. Particolare, dai molteplici usi.",Tzitzi-Ya-Ku-Leuchtorgan+,"Seltenes Tzitzi-Ya-Ku-Material, durch Brechen seines Pulsierorgans erhalten. Ungewöhnlich, vielseitig verwendet.",Fotóforo de Tzitzi-Ya-Ku+,"Raro material de Tzitzi-Ya-Ku, obtenido al romperle los órganos pulsantes. Raro, para equipo muy selecto.",Fotóforo de Tzitzi-Ya-Ku+,"Material raro de Tzitzi-Ya-Ku obtido ao quebrar seus órgãos de pulso. Incomum, usado para muitos fins.",Fotofor Tzitzi-Ya-Ku+,"Rzadki materiał z Tzitzi-Ya-Ku zdobywany przez złamanie narządów pulsu. Niezwykły, wiele zastosowań.",Фотофора цици-йа-ку+,Редкое животное сырье. Источник - пульсационные органы. Используется для разных целей.,현조의 섬광막,치치야크의 상위 소재. 발광 기관의 파괴로 입수하기 쉽다. 특수한 재질로 폭넓게 사용된다.,眩鳥的閃光膜,眩鳥的進階素材。 容易經由破壞發光器官獲得。 材質特殊，被廣泛使用。,أعضاء تسيتسي المضيئة+,من مواد تسيتسي-يا-كو نادرة يمكن الحصول عليها بتدمير أعضاء نبضه. غير معتادة، تُستخدم في أغراض متعددة.
Paolumu Pelt,Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.,浮空竜の毛皮,パオウルムーの素材。 主に報酬で入手できる。汎用性が 高く、幅広い用途に使われる。,Pelage Paolumu,Matériau Paolumu. Sert à de nombreux usages. (Récompense de quête),Paolumu: pelle,Materiale di Paolumu. Spesso ottenuto tramite le ricompense. Dall'ampio utilizzo.,Paolumu-Pelz,"Paolumu-Material, meist als Belohnung erhalten. Wird sehr vielseitig verwendet.",Piel de Paolumu,"Material de Paolumu, obtenido sobre todo como recompensa. Tiene usos muy diversos.",Pelica de Paolumu,Material de Paolumu. Obtida principalmente como prêmio. Usada amplamente para muitos fins.,Skórka Paolumu,Materiał z Paolumu. Uzyskiwany głównie w nagrodę. Ma bardzo wiele zastosowań.,Шкура паолуму,Животное сырье. Источник: награждение. Используется для разных целей.,부공룡의 모피,파오우르무의 소재. 주로 보수로 입수할 수 있다. 범용성이 높아서 폭넓은 용도로 사용된다.,浮空龍的毛皮,浮空龍的素材。 主要經由報酬獲得。 泛用性高、用途廣泛。,فراء باولومو,من مواد باولومو. يتم الحصول عليه في الأغلب كمكافأة. يُستخدم بصورة واسعة في أغراض متعددة.
Paolumu Scale,"Paolumu material. Mostly obtained by carving. Solid, used to craft gear.",浮空竜の鱗,パオウルムーの素材。 主に剥ぎ取りで入手できる。 硬い材質で、防具によく使われる。,Écaille Paolumu,"Matériau Paolumu. Solide, utilisé pour les armures. (Dépeçage)",Paolumu: scaglia,"Materiale di Paolumu. Spesso ottenuto tramite il ricavo. Solido, usato nelle armature.",Paolumu-Schuppe,"Paolumu-Material, meist durch Zerlegen erhalten; stabil, für die Herstellung von Ausrüstung.",Escama de Paolumu,"Material de Paolumu, obtenido sobre todo cortándolo tras abatirlo. Sólido, útil para crear equipo.",Escama de Paolumu,"Material de Paolumu. Obtida principalmente ao talhar. Sólida, usada para criar equipamentos.",Łuska Paolumu,"Materiał z Paolumu. Głównie uzyskiwany przez wycięcie. Trwały, służy do wyrobu wyposażenia.",Чешуя паолуму,Животное сырье. Источник: разделка туш. Прочный материал для снаряжения.,부공룡의 비늘,파오우르무의 소재. 주로 갈무리로 입수할 수 있다. 재질이 단단하고 방어구에 잘 사용된다.,浮空龍的鱗,浮空龍的素材。 主要經由剝取獲得。 材質堅硬，常用於防具上。,قشرة باولومو,من مواد باولومو. بتم الحصول عليها في الأغلب بالتقطيع. صلبة، وتُستخدم في صناعة العتاد.
Paolumu Shell,Paolumu material. Obtained by breaking its tail. Used for many purposes.,ゴム質の甲殻,パオウルムーの素材。 尻尾の部位破壊で入手しやすい。 用途の幅広い、応用性のある材質。,Carapace Paolumu,Matériau Paolumu. Sert à de nombreux usages. (Destruction de la queue),Paolumu: corazza,Materiale di Paolumu. Ottenuto tagliandone la coda. Dai molteplici usi.,Paolumu-Panzer,"Paolumu-Material, erhalten durch das Brechen seines Schwanzes. Wird vielseitig verwendet.",Caparazón de Paolumu,"Material de Paolumu, obtenido al romperle la cola. Tiene muchas propiedades.",Casco de Paolumu,Material de Paolumu. Obtido ao quebrar sua cauda. Usado para muitos fins.,Skorupa Paolumu,Materiał z Paolumu. Uzyskiwany przez połamanie mu ogona. Ma wiele zastosowań.,Оболочка паолуму,Животное сырье. Источник: хвост животного Используется для разных целей.,고무질의 갑각,파오우르무의 소재. 꼬리의 부위 파괴로 입수하기 쉽다. 폭넓은 용도와 응용성을 갖춘 재질.,膠質甲殼,浮空龍的素材。 容易經由破壞尾巴部位獲得。 是用途廣泛、應用性佳的材質。,درع باولومو,من مواد باولومو. يمكن الحصول عليه بكسر ذيله. يُستخدم في أغراض متعددة.
Paolumu Webbing,"Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear.",浮空竜の翼膜,パオウルムーの素材。 両翼の破壊で入手しやすい。 軽い材質で、防具によく使われる。,Palmure Paolumu,"Matériau Paolumu. Très léger, utilisé pour les armures. (Destruction d'ailes)",Paolumu: membrana,"Materiale di Paolumu. Ottenuto rompendone le ali. Leggero, usato nelle armature.",Paolumu-Gewebe,"Paolumu-Material, durch das Brechen der Flügel erhalten. Leicht, für die Herstellung von Ausrüstung.",Membrana de Paolumu,"Material de Paolumu, obtenido al romperle las alas. Ligero y útil para crear equipo.",Membrana de Paolumu,"Material de Paolumu. Obtida ao quebrar suas asas. Leve, usada para criar equipamentos.",Błona pławna Paolumu,"Materiał z Paolumu. Uzyskiwany przez połamanie skrzydeł. Lekki, służy do wyrobu wyposażenia.",Перепонки паолуму,Животное сырье. Источник: крылья животного. Легкий материал для снаряжения.,부공룡의 익막,파오우르무의 소재. 양날개의 파괴로 입수하기 쉽다. 재질이 가볍고 방어구에 잘 사용된다.,浮空龍的翼膜,浮空龍的素材。 容易經由破壞兩翼獲得。 材質輕巧，常用於製防具上。,نسيج باولومو,من مواد باولومو. يمكن الحصول عليه بكسر جناحيه. خفيف الوزن، ويُستخدم في صناعة العتاد.
Paolumu Pelt+,Rare Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.,浮空竜の上毛皮,パオウルムーの上位素材。 主に報酬で入手できる。汎用性が 高く、幅広い用途に使われる。,Pelage Paolumu +,Matériau Paolumu rare. Sert à de nombreux usages. (Récompense de quête),Paolumu: pelle+,Materiale raro di Paolumu. Spesso ottenuto tramite le ricompense. Dall'ampio utilizzo.,Paolumu-Pelz+,"Seltenes Paolumu-Material, meist als Belohnung erhalten. Wird sehr vielseitig verwendet.",Piel de Paolumu+,"Raro material de Paolumu, obtenido sobre todo como recompensa. Tiene usos muy diversos.",Pelica de Paolumu+,Material raro de Paolumu. Obtida principalmente como prêmio. Usada amplamente para muitos fins.,Skórka Paolumu+,Rzadki materiał z Paolumu. Uzyskiwany głównie w nagrodę. Ma bardzo wiele zastosowań.,Шкура паолуму+,Редкое животное сырье. Источник: награждение. Используется для разных целей.,부공룡의 모피+,파오우르무의 상위 소재. 주로 보수로 입수할 수 있다. 범용성이 높아서 폭넓은 용도로 사용된다.,浮空龍的上毛皮,浮空龍的進階素材。 主要經由報酬獲得。 泛用性高、用途廣泛。,فراء باولومو+,من مواد باولومو النادرة. يتم الحصول عليه غالبًا كمكافأة. يُستخدم بصورة واسعة في أغراض متعددة.
Paolumu Scale+,"Rare Paolumu material. Mostly obtained by carving. Solid, used to craft gear.",浮空竜の上鱗,パオウルムーの上位素材。 主に剥ぎ取りで入手できる。 硬い材質で、防具によく使われる。,Écaille Paolumu +,"Matériau Paolumu rare. Solide, utilisé pour les armures. (Dépeçage)",Paolumu: scaglia+,"Materiale raro di Paolumu. Spesso ottenuto tramite il ricavo. Solido, usato nelle armature.",Paolumu-Schuppe+,"Seltenes Paolumu-Material, meist durch Zerlegen erhalten; stabil, für die Herstellung von Ausrüstung.",Escama de Paolumu+,"Raro material de Paolumu, obtenido sobre todo cortándolo tras abatirlo. Sólido, útil para crear equipo.",Escama de Paolumu+,"Material raro de Paolumu. Obtida principalmente ao talhar. Sólida, usada para criar equipamentos.",Łuska Paolumu+,"Rzadki materiał z Paolumu. Głównie uzyskiwany przez wycięcie. Trwały, służy do wyrobu wyposażenia.",Чешуя паолуму+,Редкое животное сырье. Источник: разделка туш. Прочный материал для снаряжения.,부공룡의 비늘+,파오우르무의 상위 소재. 주로 갈무리로 입수할 수 있다. 재질이 단단하고 방어구에 잘 사용된다.,浮空龍的上鱗,浮空龍的進階素材。 主要經由剝取獲得。 材質堅硬，常用於防具上。,قشرة باولومو+,من مواد باولومو النادرة. يتم الحصول عليها غالبًا بالتقطيع. صلبة، وتُستخدم في صناعة العتاد.
Paolumu Carapace+,Rare Paolumu material. Obtained by breaking its tail. Used for many purposes.,ゴム質の堅殻,パオウルムーの上位素材。 尻尾の部位破壊で入手しやすい。 用途の幅広い、応用性のある材質。,Cuirasse Paolumu +,Matériau Paolumu rare. Sert à de nombreux usages. (Destruction de la queue),Paolumu: carapace+,Materiale raro di Paolumu. Ottenuto tagliandone la coda. Dai molteplici usi.,Paolumu-Rückenpanzer+,"Seltenes Paolumu-Material, erhalten durch das Brechen seines Schwanzes. Wird vielseitig verwendet.",Coraza de Paolumu+,"Raro material de Paolumu, obtenido al romperle la cola. Tiene muchas propiedades.",Carapaça de Paolumu+,Material raro de Paolumu. Obtida ao quebrar sua cauda. Usada para muitos fins.,Karapaks Paolumu+,Rzadki materiał z Paolumu. Uzyskiwany przez połamanie mu ogona. Ma wiele zastosowań.,Панцирь паолуму+,Редкое животное сырье. Источник: хвост животного Используется для разных целей.,고무질의 견갑각,파오우르무의 상위 소재. 꼬리의 부위 파괴로 입수하기 쉽다. 폭넓은 용도와 응용성을 갖춘 재질.,膠質堅殼,浮空龍的進階素材。 容易經由破壞尾巴部位獲得。 是用途廣泛、應用性佳的材質。,درقة باولومو+,من مواد باولومو النادرة. يمكن الحصول عليها بكسر ذيله. تُستخدم في أغراض متعددة.
Paolumu Wing,"Rare Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear.",浮空竜の翼,パオウルムーの上位素材。 両翼の破壊で入手しやすい。 軽い材質で、防具によく使われる。,Aile Paolumu,"Matériau Paolumu rare. Très léger, utilisé pour les armures. (Destruction des ailes)",Paolumu: ala,Materiale raro ottenuto dalle ali di Paolumu. Piuttosto leggero e spesso utilizzato per creare armature.,Paolumu-Flügel,Ein seltenes Material aus Paolumu- Flügeln. Sehr leicht und wird oft zur Rüstungsherstellung verwendet.,Ala de Paolumu,Raro material de Paolumu que se obtiene al romperle las alas. Ligero y usado a menudo para elaborar armaduras.,Asa de Paolumu,"Material raro de Paolumu. Obtida ao quebrar suas asas. Leve, usada para criar equipamentos.",Skrzydło Paolumu,"Rzadki materiał z Paolumu. Uzyskiwany przez połamanie skrzydeł. Lekki, służy do wyrobu wyposażenia.",Крыло паолуму,Редкое животное сырье. Источник: крылья животного. Легкий материал для снаряжения.,부공룡의 날개,파오우르무의 상위 소재. 양날개의 파괴로 입수하기 쉽다. 재질이 가볍고 방어구에 잘 사용된다.,浮空龍之翼,浮空龍的進階素材。 容易經由破壞兩翼獲得。 材質輕巧，常用於防具上。,جناح باولومو,من مواد باولومو النادرة. يمكن الحصول عليه بكسر جناحيه. خفيف الوزن، ويُستخدم في صناعة العتاد.
