name_en,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Vespoid Helm β,ランゴヘルムβ,Calot Vespoid β,Elmo di Vespoid β,Vespoid-Helm β,Yelmo de Vespoid β,Elmo de Vespoidea β,Hełm z Vespoida β,Осиный шлем β,랑고헬름β,巨蜂頭盔β,خوذة فيسبويد β
Vespoid Mail β,ランゴメイルβ,Cotte Vespoid β,Cotta di Vespoid β,Vespoid-Panzerung β,Cota de Vespoid β,Armadura de Vespoidea β,Zbroja z Vespoida β,Осиный доспех β,랑고메일β,巨蜂鎧甲β,درع فيسبويد β
Vespoid Vambraces β,ランゴアームβ,Avant-bras Vespoid β,Parabraccia di Vespoid β,Vespoid-Armschienen β,Brazales Vespoid β,Avambraços Vespoidea β,Zarękawia z Vespoida β,Осиные наручи β,랑고암β,巨蜂腕甲β,درع ساعد فيسبويد β
Vespoid Coil β,ランゴコイルβ,Tassette Vespoid β,Spira di Vespoid β,Vespoid-Hüftring β,Faja de Vespoid β,Cinturão de Vespoidea β,Pas z Vespoida β,Осиный пояс β,랑고코일β,巨蜂腰甲β,لفيفة فيسبويد β
Vespoid Greaves β,ランゴグリーヴβ,Jambières Vespoid β,Schinieri di Vespoid β,Vespoid-Beinschienen β,Grebas de Vespoid β,Grevas de Vespoidea β,Nagolenice z Vespoida β,Осиные поножи β,랑고그리브β,巨蜂護腿β,درع ساق فيسبويد β
Hornetaur Helm α,タロスヘルムα,Heaume Hornetaur α,Elmo di Hornetaur α,Hornetaur-Helm α,Yelmo de Hornetaur α,Elmo de Chifrotauro α,Hełm z Hornetaura α,Роготавровый шлем α,타로스헬름α,巨甲蟲頭盔α,خوذة هورنتور α
Hornetaur Mail α,タロスメイルα,Cuirasse Hornetaur α,Cotta di Hornetaur α,Hornetaur-Panzerung α,Cota de Hornetaur α,Armadura Chifrotauro α,Zbroja z Hornetaura α,Роготавровый доспех α,타로스메일α,巨甲蟲鎧甲α,درع هورنتور α
Hornetaur Vambraces α,タロスアームα,Avant-bras Hornetaur α,Parabraccia di Hornetaur α,Hornetaur-Armschienen α,Brazales Hornetaur α,Avambraços Chifrotauro α,Zarękawia z Hornetaura α,Роготавровые наручи α,타로스암α,巨甲蟲腕甲α,درع ساعد هورنتور α
Hornetaur Coil α,タロスコイルα,Tassette Hornetaur α,Spira di Hornetaur α,Hornetaur-Hüftring α,Faja Hornetaur α,Cinturão de Chifrotauro α,Pas z Hornetaura α,Роготавровый пояс α,타로스코일α,巨甲蟲腰甲α,لفيفة هورنتور α
Hornetaur Greaves α,タロスグリーヴα,Grèves Hornetaur α,Schinieri di Hornetaur α,Hornetaur-Beinschienen α,Grebas Hornetaur α,Grevas de Chifrotauro α,Golenie z Hornetaura α,Роготавровые поножи α,타로스그리브α,巨甲蟲護腿α,درع ساق هورنتور α
Hornetaur Helm β,タロスヘルムβ,Heaume Hornetaur β,Elmo di Hornetaur β,Hornetaur-Helm β,Yelmo de Hornetaur β,Elmo de Chifrotauro β,Hełm z Hornetaura β,Роготавровый шлем β,타로스헬름β,巨甲蟲頭盔β,خوذة هورنتور β
Hornetaur Mail β,タロスメイルβ,Cuirasse Hornetaur β,Cotta di Hornetaur β,Hornetaur-Panzerung β,Cota de Hornetaur β,Armadura Chifrotauro β,Zbroja z Hornetaura β,Роготавровый доспех β,타로스메일β,巨甲蟲鎧甲β,درع هورنتور β
Hornetaur Vambraces β,タロスアームβ,Avant-bras Hornetaur β,Parabraccia di Hornetaur β,Hornetaur-Armschienen β,Brazales Hornetaur β,Avambraços Chifrotauro β,Zarękawia z Hornetaura β,Роготавровые наручи β,타로스암β,巨甲蟲腕甲β,درع ساعد هورنتور β
Hornetaur Coil β,タロスコイルβ,Tassette Hornetaur β,Spira di Hornetaur β,Hornetaur-Hüftring β,Faja Hornetaur β,Cinturão de Chifrotauro β,Pas z Hornetaura β,Роготавровый пояс β,타로스코일β,巨甲蟲腰甲β,لفيفة هورنتور β
Hornetaur Greaves β,タロスグリーヴβ,Grèves Hornetaur β,Schinieri di Hornetaur β,Hornetaur-Beinschienen β,Grebas Hornetaur β,Grevas de Chifrotauro β,Golenie z Hornetaura β,Роготавровые поножи β,타로스그리브β,巨甲蟲護腿β,درع ساق هورنتور β
Mosswine Mask α,モスフェイクα,Masque Mosswine α,Maschera di Mosswine α,Mosswine-Maske α,Careta Musgorrino α,Máscara Musgoíno α,Maska Mchoświni α,Маска мохосвина α,모스페이크α,菌豬頭套α,قناع موسواين α
Kestodon Guards α,ケストガードα,Gardes Kestodon α,Protezioni di Kestodon α,Kestodon-Armschutz α,Guardas Kestodon α,Ombreiras Kestodonte α,Naramien. z Kestodona α,Щитки кестодона α,케스토가드α,冠突龍護手α,درع كيستودون α
Kestodon Guards β,ケストガードβ,Gardes Kestodon β,Protezioni di Kestodon β,Kestodon-Armschutz β,Guardas Kestodon β,Ombreiras Kestodonte β,Naramien. z Kestodona β,Щитки кестодона β,케스토가드β,冠突龍護手β,درع كيستودون β
Gajau Boots α,ガライーブーツα,Bottes Gajau α,Stivali di Gajau α,Gajau-Stiefel α,Botas de Gajau α,Botas de Gajau α,Buty z Gajau α,Сапоги гаджау α,가쟈우부츠α,咬魚靴α,حذاء غاجاو α
Gajau Boots β,ガライーブーツβ,Bottes Gajau β,Stivali di Gajau β,Gajau-Stiefel β,Botas de Gajau β,Botas de Gajau β,Buty z Gajau β,Сапоги гаджау β,가쟈우부츠β,咬魚靴β,حذاء غاجاو β
Shamos Goggles α,シャムゴーグルα,Lunettes Shamos α,Occhiali di Shamos α,Shamos-Brille α,Gafas de Shamos α,Óculos de Shamos α,Gogle z Shamosa α,Очки шамоса α,샤무고글α,貓蜥龍護目鏡α,نظارات شاموس α
Shamos Goggles β,シャムゴーグルβ,Lunettes Shamos β,Occhiali di Shamos β,Shamos-Brille β,Gafas de Shamos β,Óculos de Shamos β,Gogle z Shamosa β,Очки шамоса β,샤무고글β,貓蜥龍護目鏡β,نظارات شاموس β
Jagras Helm α,ジャグラスヘルムα,Casque Jagras α,Elmo di Jagras α,Jagras-Helm α,Yelmo de Jagras α,Elmo de Jagras α,Hełm z Jagrasa α,Яграсовый шлем α,쟈그라스헬름α,凶豺龍頭盔α,خوذة جاغراس α
Jagras Mail α,ジャグラスメイルα,Tunique Jagras α,Cotta di Jagras α,Jagras-Panzerung α,Cota de Jagras α,Armadura de Jagras α,Zbroja z Jagrasa α,Яграсовый доспех α,쟈그라스메일α,凶豺龍鎧甲α,درع جاغراس α
Jagras Vambraces α,ジャグラスアームα,Avant-bras Jagras α,Parabraccia di Jagras α,Jagras-Armschienen α,Brazales de Jagras α,Avambraços de Jagras α,Zarękawia z Jagrasa α,Яграсовые наручи α,쟈그라스암α,凶豺龍腕甲α,درع ساعد جاغراس α
Jagras Coil α,ジャグラスコイルα,Boucle Jagras α,Spira di Jagras α,Jagras-Hüftring α,Faja de Jagras α,Cinturão de Jagras α,Pas z Jagrasa α,Яграсовый пояс α,쟈그라스코일α,凶豺龍腰甲α,لفيفة جاغراس α
Jagras Greaves α,ジャグラスグリーヴα,Cuissardes Jagras α,Schinieri di Jagras α,Jagras-Beinschienen α,Grebas de Jagras α,Grevas de Jagras α,Nagolenice z Jagrasa α,Яграсовые поножи α,쟈그라스그리브α,凶豺龍護腿α,درع ساق جاغراس α
Jagras Helm β,ジャグラスヘルムβ,Casque Jagras β,Elmo di Jagras β,Jagras-Helm β,Yelmo de Jagras β,Elmo de Jagras β,Hełm z Jagrasa β,Яграсовый шлем β,쟈그라스헬름β,凶豺龍頭盔β,خوذة جاغراس β
Jagras Mail β,ジャグラスメイルβ,Tunique Jagras β,Cotta di Jagras β,Jagras-Panzerung β,Cota de Jagras β,Armadura de Jagras β,Zbroja z Jagrasa β,Яграсовый доспех β,쟈그라스메일β,凶豺龍鎧甲β,درع جاغراس β
Jagras Vambraces β,ジャグラスアームβ,Avant-bras Jagras β,Parabraccia di Jagras β,Jagras-Armschienen β,Brazales de Jagras β,Avambraços de Jagras β,Zarękawia z Jagrasa β,Яграсовые наручи β,쟈그라스암β,凶豺龍腕甲β,درع ساعد جاغراس β
Jagras Coil β,ジャグラスコイルβ,Boucle Jagras β,Spira di Jagras β,Jagras-Hüftring β,Faja de Jagras β,Cinturão de Jagras β,Pas z Jagrasa β,Яграсовый пояс β,쟈그라스코일β,凶豺龍腰甲β,لفيفة جاغراس β
Jagras Greaves β,ジャグラスグリーヴβ,Cuissardes Jagras β,Schinieri di Jagras β,Jagras-Beinschienen β,Grebas de Jagras β,Grevas de Jagras β,Nagolenice z Jagrasa β,Яграсовые поножи β,쟈그라스그리브β,凶豺龍護腿β,درع ساق جاغراس β
Kulu Headpiece α,クルルヘルムα,Voile Kulu α,Elmo di Kulu α,Kulu-Kopfschutz α,Defensa de Kulu α,Adorno de Kulu α,Osłona głowy z Kulu α,Шлем кулу α,쿠루루헬름α,搔鳥頭盔α,غطاء رأس كولو α
Kulu Mail α,クルルメイルα,Corset Kulu α,Cotta di Kulu α,Kulu-Panzerung α,Cota de Kulu α,Armadura de Kulu α,Zbroja z Kulu α,Доспех кулу α,쿠루루메일α,搔鳥鎧甲α,درع كولو α
Kulu Vambraces α,クルルアームα,Avant-bras Kulu α,Parabraccia di Kulu α,Kulu-Armschienen α,Brazales de Kulu α,Avambraços de Kulu α,Zarękawia z Kulu α,Наручи кулу α,쿠루루암α,搔鳥腕甲α,درع ساعد كولو α
Kulu Coil α,クルルコイルα,Pagne Kulu α,Spira di Kulu α,Kulu-Hüftring α,Faja de Kulu α,Cinturão de Kulu α,Pas z Kulu α,Пояс кулу α,쿠루루코일α,搔鳥腰甲α,لفيفة كولو α
Kulu Greaves α,クルルグリーヴα,Pantalon Kulu α,Schinieri di Kulu α,Kulu-Beinschienen α,Grebas de Kulu α,Grevas de Kulu α,Nagolenice z Kulu α,Поножи кулу α,쿠루루그리브α,搔鳥護腿α,درع ساق كولو α
Kulu Headpiece β,クルルヘルムβ,Voile Kulu β,Elmo di Kulu β,Kulu-Kopfschutz β,Defensa de Kulu β,Adorno de Kulu β,Osłona głowy z Kulu β,Шлем кулу β,쿠루루헬름β,搔鳥頭盔β,غطاء رأس كولو β
Kulu Mail β,クルルメイルβ,Corset Kulu β,Cotta di Kulu β,Kulu-Panzerung β,Cota de Kulu β,Armadura de Kulu β,Zbroja z Kulu β,Доспех кулу β,쿠루루메일β,搔鳥鎧甲β,درع كولو β
Kulu Vambraces β,クルルアームβ,Avant-bras Kulu β,Parabraccia di Kulu β,Kulu-Armschienen β,Brazales de Kulu β,Avambraços de Kulu β,Zarękawia z Kulu β,Наручи кулу β,쿠루루암β,搔鳥腕甲β,درع ساعد كولو β
Kulu Coil β,クルルコイルβ,Pagne Kulu β,Spira di Kulu β,Kulu-Hüftring β,Faja de Kulu β,Cinturão de Kulu β,Pas z Kulu β,Пояс кулу β,쿠루루코일β,搔鳥腰甲β,لفيفة كولو β
Kulu Greaves β,クルルグリーヴβ,Pantalon Kulu β,Schinieri di Kulu β,Kulu-Beinschienen β,Grebas de Kulu β,Grevas de Kulu β,Nagolenice z Kulu β,Поножи кулу β,쿠루루그리브β,搔鳥護腿β,درع ساق كولو β
Tzitzi Headgear α,ツィツィヘルムα,Lunettes Tzitzi α,Elmo di Tzitzi α,Tzitzi-Kopfschutz α,Defensa de Tzitzi α,Máscara de Tzitzi α,Maska z Tzitzi α,Очки цици α,치치헬름α,眩鳥頭盔α,عتاد رأس تسيتسي α
Tzitzi Mail α,ツィツィメイルα,Cotte Tzitzi α,Cotta di Tzitzi α,Tzitzi-Panzerung α,Cota de Tzitzi α,Armadura de Tzitzi α,Zbroja z Tzitzi α,Доспех цици α,치치메일α,眩鳥鎧甲α,درع تسيتسي α
Tzitzi Vambraces α,ツィツィアームα,Avant-bras Tzitzi α,Parabraccia di Tzitzi α,Tzitzi-Armschienen α,Brazales de Tzitzi α,Avambraços de Tzitzi α,Zarękawia z Tzitzi α,Наручи цици α,치치암α,眩鳥腕甲α,درع ساعد تسيتسي α
Tzitzi Coil α,ツィツィコイルα,Jupe Tzitzi α,Spira di Tzitzi α,Tzitzi-Hüftring α,Faja de Tzitzi α,Cinturão de Tzitzi α,Pas z Tzitzi α,Пояс цици α,치치코일α,眩鳥腰甲α,لفيفة تسيتسي α
Tzitzi Greaves α,ツィツィグリーヴα,Grèves Tzitzi α,Schinieri di Tzitzi α,Tzitzi-Beinschienen α,Grebas de Tzitzi α,Grevas de Tzitzi α,Nagolenice z Tzitzi α,Поножи цици α,치치그리브α,眩鳥護腿α,درع ساق تسيتسي α
Tzitzi Headgear β,ツィツィヘルムβ,Lunettes Tzitzi β,Elmo di Tzitzi β,Tzitzi-Kopfschutz β,Defensa de Tzitzi β,Máscara de Tzitzi β,Maska z Tzitzi β,Очки цици β,치치헬름β,眩鳥頭盔β,عتاد رأس تسيتسي β
Tzitzi Mail β,ツィツィメイルβ,Cotte Tzitzi β,Cotta di Tzitzi β,Tzitzi-Panzerung β,Cota de Tzitzi β,Armadura de Tzitzi β,Zbroja z Tzitzi β,Доспех цици β,치치메일β,眩鳥鎧甲β,درع تسيتسي β
Tzitzi Vambraces β,ツィツィアームβ,Avant-bras Tzitzi β,Parabraccia di Tzitzi β,Tzitzi-Armschienen β,Brazales de Tzitzi β,Avambraços de Tzitzi β,Zarękawia z Tzitzi β,Наручи цици β,치치암β,眩鳥腕甲β,درع ساعد تسيتسي β
Tzitzi Coil β,ツィツィコイルβ,Jupe Tzitzi β,Spira di Tzitzi β,Tzitzi-Hüftring β,Faja de Tzitzi β,Cinturão de Tzitzi β,Pas z Tzitzi β,Пояс цици β,치치코일β,眩鳥腰甲β,لفيفة تسيتسي β
Tzitzi Greaves β,ツィツィグリーヴβ,Grèves Tzitzi β,Schinieri di Tzitzi β,Tzitzi-Beinschienen β,Grebas de Tzitzi β,Grevas de Tzitzi β,Nagolenice z Tzitzi β,Поножи цици β,치치그리브β,眩鳥護腿β,درع ساق تسيتسي β
Girros Mask α,ギルオスヘルムα,Masque Girros α,Maschera di Girros α,Girros-Maske α,Máscara de Girros α,Máscara de Girros α,Maska z Girrosa α,Гирросовая маска α,기르오스헬름α,凶顎龍頭盔α,قناع غيروس α
Girros Mail α,ギルオスメイルα,Cotte Girros α,Cotta di Girros α,Girros-Panzerung α,Cota de Girros α,Armadura de Girros α,Zbroja z Girrosa α,Гирросовый доспех α,기르오스메일α,凶顎龍鎧甲α,درع غيروس α
Girros Vambraces α,ギルオスアームα,Avant-bras Girros α,Parabraccia di Girros α,Girros-Armschienen α,Brazales de Girros α,Avambraços de Girros α,Zarękawia z Girrosa α,Гирросовые наручи α,기르오스암α,凶顎龍腕甲α,درع ساعد غيروس α
Girros Coil α,ギルオスコイルα,Tassette Girros α,Spira di Girros α,Girros-Hüftring α,Faja de Girros α,Cinturão de Girros α,Pas z Girrosa α,Гирросовый пояс α,기르오스코일α,凶顎龍腰甲α,لفيفة غيروس α
Girros Greaves α,ギルオスグリーヴα,Pantalon Girros α,Schinieri di Girros α,Girros-Beinschienen α,Grebas de Girros α,Grevas de Girros α,Nagolenice z Girrosa α,Гирросовые поножи α,기르오스그리브α,凶顎龍護腿α,درع ساق غيروس α
Girros Mask β,ギルオスヘルムβ,Masque Girros β,Maschera di Girros β,Girros-Maske β,Máscara de Girros β,Máscara de Girros β,Maska z Girrosa β,Гирросовая маска β,기르오스헬름β,凶顎龍頭盔β,قناع غيروس β
Girros Mail β,ギルオスメイルβ,Cotte Girros β,Cotta di Girros β,Girros-Panzerung β,Cota de Girros β,Armadura de Girros β,Zbroja z Girrosa β,Гирросовый доспех β,기르오스메일β,凶顎龍鎧甲β,درع غيروس β
Girros Vambraces β,ギルオスアームβ,Avant-bras Girros β,Parabraccia di Girros β,Girros-Armschienen β,Brazales de Girros β,Avambraços de Girros β,Zarękawia z Girrosa β,Гирросовые наручи β,기르오스암β,凶顎龍腕甲β,درع ساعد غيروس β
Girros Coil β,ギルオスコイルβ,Tassette Girros β,Spira di Girros β,Girros-Hüftring β,Faja de Girros β,Cinturão de Girros β,Pas z Girrosa β,Гирросовый пояс β,기르오스코일β,凶顎龍腰甲β,لفيفة غيروس β
Girros Greaves β,ギルオスグリーヴβ,Pantalon Girros β,Schinieri di Girros β,Girros-Beinschienen β,Grebas de Girros β,Grevas de Girros β,Nagolenice z Girrosa β,Гирросовые поножи β,기르오스그리브β,凶顎龍護腿β,درع ساق غيروس β
Pukei Hood α,プケプケヘルムα,Capuche Pukei α,Cappuccio di Pukei α,Pukei-Kopfschutz α,Capucha de Pukei α,Capuz de Pukei α,Kaptur z Pukei α,Капюшон поки α,푸케푸케헬름α,毒妖鳥頭盔α,قلنسوة بوكي α
Pukei Mail α,プケプケメイルα,Cotte Pukei α,Cotta di Pukei α,Pukei-Panzerung α,Cota de Pukei α,Armadura de Pukei α,Zbroja z Pukei α,Доспех поки α,푸케푸케메일α,毒妖鳥鎧甲α,درع بوكي α
Pukei Vambraces α,プケプケアームα,Gantelets Pukei α,Parabraccia di Pukei α,Pukei-Armschienen α,Brazales de Pukei α,Avambraços de Pukei α,Zarękawia z Pukei α,Наручи поки α,푸케푸케암α,毒妖鳥腕甲α,درع ساعد بوكي α
Pukei Coil α,プケプケコイルα,Tassette Pukei α,Spira di Pukei α,Pukei-Hüftring α,Faja de Pukei α,Cinturão de Pukei α,Pas z Pukei α,Пояс поки α,푸케푸케코일α,毒妖鳥腰甲α,لفيفة بوكي α
Pukei Greaves α,プケプケグリーヴα,Bottes Pukei α,Schinieri di Pukei α,Pukei-Beinschienen α,Grebas de Pukei α,Grevas de Pukei α,Nagolenice z Pukei α,Поножи поки α,푸케푸케그리브α,毒妖鳥護腿α,درع ساق بوكي α
Pukei Hood β,プケプケヘルムβ,Capuche Pukei β,Cappuccio di Pukei β,Pukei-Kopfschutz β,Capucha de Pukei β,Capuz de Pukei β,Kaptur z Pukei β,Капюшон поки β,푸케푸케헬름β,毒妖鳥頭盔β,قلنسوة بوكي β
Pukei Mail β,プケプケメイルβ,Cotte Pukei β,Cotta di Pukei β,Pukei-Panzerung β,Cota de Pukei β,Armadura de Pukei β,Zbroja z Pukei β,Доспех поки β,푸케푸케메일β,毒妖鳥鎧甲β,درع بوكي β
Pukei Vambraces β,プケプケアームβ,Gantelets Pukei β,Parabraccia di Pukei β,Pukei-Armschienen β,Brazales de Pukei β,Avambraços de Pukei β,Zarękawia z Pukei β,Наручи поки β,푸케푸케암β,毒妖鳥腕甲β,درع ساعد بوكي β
Pukei Coil β,プケプケコイルβ,Tassette Pukei β,Spira di Pukei β,Pukei-Hüftring β,Faja de Pukei β,Cinturão de Pukei β,Pas z Pukei β,Пояс поки β,푸케푸케코일β,毒妖鳥腰甲β,لفيفة بوكي β
Pukei Greaves β,プケプケグリーヴβ,Bottes Pukei β,Schinieri di Pukei β,Pukei-Beinschienen β,Grebas de Pukei β,Grevas de Pukei β,Nagolenice z Pukei β,Поножи поки β,푸케푸케그리브β,毒妖鳥護腿β,درع ساق بوكي β
Barroth Helm α,ボロスヘルムα,Heaume Barroth α,Elmo di Barroth α,Barroth-Helm α,Yelmo de Barroth α,Elmo de Barroth α,Hełm z Barrotha α,Барротовый шлем α,보로스헬름α,土砂龍頭盔α,خوذة باروث α
Barroth Mail α,ボロスメイルα,Cuirasse Barroth α,Cotta di Barroth α,Barroth-Panzerung α,Cota de Barroth α,Armadura de Barroth α,Zbroja z Barrotha α,Барротовый доспех α,보로스메일α,土砂龍鎧甲α,درع باروث α
Barroth Vambraces α,ボロスアームα,Avant-bras Barroth α,Parabraccia di Barroth α,Barroth-Armschienen α,Brazales Barroth α,Avambraços de Barroth α,Zarękawia z Barrotha α,Барротовые наручи α,보로스암α,土砂龍腕甲α,درع ساعد باروث α
Barroth Coil α,ボロスコイルα,Tassette Barroth α,Spira di Barroth α,Barroth-Hüftring α,Faja de Barroth α,Cinturão de Barroth α,Pas z Barrotha α,Барротовый пояс α,보로스코일α,土砂龍腰甲α,لفيفة باروث α
Barroth Greaves α,ボロスグリーヴα,Grèves Barroth α,Schinieri di Barroth α,Barroth-Beinschienen α,Grebas de Barroth α,Grevas de Barroth α,Nagolenice z Barrotha α,Барротовые поножи α,보로스그리브α,土砂龍護腿α,درع ساق باروث α
Barroth Helm β,ボロスヘルムβ,Heaume Barroth β,Elmo di Barroth β,Barroth-Helm β,Yelmo de Barroth β,Elmo de Barroth β,Hełm z Barrotha β,Барротовый шлем β,보로스헬름β,土砂龍頭盔β,خوذة باروث β
Barroth Mail β,ボロスメイルβ,Cuirasse Barroth β,Cotta di Barroth β,Barroth-Panzerung β,Cota de Barroth β,Armadura de Barroth β,Zbroja z Barrotha β,Барротовый доспех β,보로스메일β,土砂龍鎧甲β,درع باروث β
Barroth Vambraces β,ボロスアームβ,Avant-bras Barroth β,Parabraccia di Barroth β,Barroth-Armschienen β,Brazales Barroth β,Avambraços de Barroth β,Zarękawia z Barrotha β,Барротовые наручи β,보로스암β,土砂龍腕甲β,درع ساعد باروث β
Barroth Coil β,ボロスコイルβ,Tassette Barroth β,Spira di Barroth β,Barroth-Hüftring β,Faja de Barroth β,Cinturão de Barroth β,Pas z Barrotha β,Барротовый пояс β,보로스코일β,土砂龍腰甲β,لفيفة باروث β
Barroth Greaves β,ボロスグリーヴβ,Grèves Barroth β,Schinieri di Barroth β,Barroth-Beinschienen β,Grebas de Barroth β,Grevas de Barroth β,Nagolenice z Barrotha β,Барротовые поножи β,보로스그리브β,土砂龍護腿β,درع ساق باروث β
Anja Helm α,ジャナフヘルムα,Casque Anjanath α,Elmo di Anja α,Anjanath-Helm α,Yelmo de Anja α,Elmo de Anja α,Hełm z Anja α,Шлем анджи α,쟈나프헬름α,蠻顎龍頭盔α,خوذة أنجا α
Anja Mail α,ジャナフメイルα,Manteau Anjanath α,Cotta di Anja α,Anjanath-Panzerung α,Cota de Anja α,Armadura de Anja α,Zbroja z Anja α,Доспех анджи α,쟈나프메일α,蠻顎龍鎧甲α,درع أنجا α
Anja Vambraces α,ジャナフアームα,Avant-bras Anjanath α,Parabraccia di Anja α,Anjanath-Armschienen α,Brazales de Anja α,Avambraços de Anja α,Zarękawia z Anja α,Наручи анджи α,쟈나프암α,蠻顎龍腕甲α,درع ساعد أنجا α
Anja Coil α,ジャナフコイルα,Boucle Anjanath α,Spira di Anja α,Anjanath-Hüftring α,Faja de Anja α,Cinturão de Anja α,Pas z Anja α,Пояс анджи α,쟈나프코일α,蠻顎龍腰甲α,لفيفة أنجا α
Anja Greaves α,ジャナフグリーヴα,Genouillère Anjanath α,Schinieri di Anja α,Anjanath-Beinschienen α,Grebas de Anja α,Grevas de Anja α,Nagolenice z Anja α,Поножи анджи α,쟈나프그리브α,蠻顎龍護腿α,درع ساق أنجا α
Anja Helm β,ジャナフヘルムβ,Casque Anjanath β,Elmo di Anja β,Anjanath-Helm β,Yelmo de Anja β,Elmo de Anja β,Hełm z Anja β,Шлем анджи β,쟈나프헬름β,蠻顎龍頭盔β,خوذة أنجا β
Anja Mail β,ジャナフメイルβ,Manteau Anjanath β,Cotta di Anja β,Anjanath-Panzerung β,Cota de Anja β,Armadura de Anja β,Zbroja z Anja β,Доспех анджи β,쟈나프메일β,蠻顎龍鎧甲β,درع أنجا β
Anja Vambraces β,ジャナフアームβ,Avant-bras Anjanath β,Parabraccia di Anja β,Anjanath-Armschienen β,Brazales de Anja β,Avambraços de Anja β,Zarękawia z Anja β,Наручи анджи β,쟈나프암β,蠻顎龍腕甲β,درع ساعد أنجا β
Anja Coil β,ジャナフコイルβ,Boucle Anjanath β,Spira di Anja β,Anjanath-Hüftring β,Faja de Anja β,Cinturão de Anja β,Pas z Anja β,Пояс анджи β,쟈나프코일β,蠻顎龍腰甲β,لفيفة أنجا β
Anja Greaves β,ジャナフグリーヴβ,Genouillère Anjanath β,Schinieri di Anja β,Anjanath-Beinschienen β,Grebas de Anja β,Grevas de Anja β,Nagolenice z Anja β,Поножи анджи β,쟈나프그리브β,蠻顎龍護腿β,درع ساق أنجا β
Jyura Helm α,ジュラヘルムα,Heaume Jyura α,Elmo di Jyura α,Jyura-Helm α,Yelmo de Jyura α,Elmo de Jyura α,Hełm z Jyura α,Юратодовый шлем α,쥬라헬름α,泥魚龍頭盔α,خوذة جيورا α
Jyura Mail α,ジュラメイルα,Cuirasse Jyura α,Cotta di Jyura α,Jyura-Panzerung α,Cota de Jyura α,Armadura de Jyura α,Zbroja z Jyura α,Юратодовый доспех α,쥬라메일α,泥魚龍鎧甲α,درع جيورا α
Jyura Vambraces α,ジュラアームα,Avant-bras Jyura α,Parabraccia di Jyura α,Jyura-Armschienen α,Brazales de Jyura α,Avambraços de Jyura α,Zarękawia z Jyura α,Юратодовые наручи α,쥬라암α,泥魚龍腕甲α,درع ساعد جيورا α
Jyura Coil α,ジュラコイルα,Tassette Jyura α,Spira di Jyura α,Jyura-Hüftring α,Faja de Jyura α,Cinturão de Jyura α,Pas z Jyura α,Юратодовый пояс α,쥬라코일α,泥魚龍腰甲α,لفيفة جيورا α
Jyura Greaves α,ジュラグリーヴα,Grèves Jyura α,Schinieri di Jyura α,Jyura-Beinschienen α,Grebas de Jyura α,Grevas de Jyura α,Nagolenice z Jyura α,Юратодовые поножи α,쥬라그리브α,泥魚龍護腿α,درع ساق جيورا α
Jyura Helm β,ジュラヘルムβ,Heaume Jyura β,Elmo di Jyura β,Jyura-Helm β,Yelmo de Jyura β,Elmo de Jyura β,Hełm z Jyura β,Юратодовый шлем β,쥬라헬름β,泥魚龍頭盔β,خوذة جيورا β
Jyura Mail β,ジュラメイルβ,Cuirasse Jyura β,Cotta di Jyura β,Jyura-Panzerung β,Cota de Jyura β,Armadura de Jyura β,Zbroja z Jyura β,Юратодовый доспех β,쥬라메일β,泥魚龍鎧甲β,درع جيورا β
Jyura Vambraces β,ジュラアームβ,Avant-bras Jyura β,Parabraccia di Jyura β,Jyura-Armschienen β,Brazales de Jyura β,Avambraços de Jyura β,Zarękawia z Jyura β,Юратодовые наручи β,쥬라암β,泥魚龍腕甲β,درع ساعد جيورا β
Jyura Coil β,ジュラコイルβ,Tassette Jyura β,Spira di Jyura β,Jyura-Hüftring β,Faja de Jyura β,Cinturão de Jyura β,Pas z Jyura β,Юратодовый пояс β,쥬라코일β,泥魚龍腰甲β,لفيفة جيورا β
Jyura Greaves β,ジュラグリーヴβ,Grèves Jyura β,Schinieri di Jyura β,Jyura-Beinschienen β,Grebas de Jyura β,Grevas de Jyura β,Nagolenice z Jyura β,Юратодовые поножи β,쥬라그리브β,泥魚龍護腿β,درع ساق جيورا β
Kadachi Helm α,カガチヘルムα,Toque Kadachi α,Elmo di Kadachi α,Kadachi-Helm α,Yelmo de Kadachi α,Elmo de Kadachi α,Hełm z Kadachi α,Шлем кадачи α,카가치헬름α,飛雷龍頭盔α,خوذة كاداتشي α
Kadachi Mail α,カガチメイルα,Veste Kadachi α,Cotta di Kadachi α,Kadachi-Panzerung α,Cota de Kadachi α,Armadura de Kadachi α,Zbroja z Kadachi α,Доспех кадачи α,카가치메일α,飛雷龍鎧甲α,درع كاداتشي α
Kadachi Vambraces α,カガチアームα,Gantelets Kadachi α,Parabraccia di Kadachi α,Kadachi-Armschienen α,Brazales Kadachi α,Avambraços de Kadachi α,Zarękawia z Kadachi α,Наручи кадачи α,카가치암α,飛雷龍腕甲α,درع ساعد كاداتشي α
Kadachi Coil α,カガチコイルα,Jupette Kadachi α,Spira di Kadachi α,Kadachi-Hüftring α,Faja de Kadachi α,Cinturão de Kadachi α,Pas z Kadachi α,Пояс кадачи α,카가치코일α,飛雷龍腰甲α,لفيفة كاداتشي α
